# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Dec  7 05:41:49 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
#
pl_name,hostname,default_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim
Ross 128 b,Ross 128,1,9.86580000,0.00700000,-0.00700000,0,,,,
Ross 458 c,Ross 458,1,,,,,14.011,,,0
Ross 508 b,Ross 508,1,10.77000000,0.01000000,-0.01000000,0,,,,
SPECULOOS-3 b,SPECULOOS-3,1,0.71912603,0.00000057,-0.00000057,0,0.977,0.022,-0.022,0
SR 12 AB c,SR 12 AB,1,,,,,,,,
SWEEPS-11 b,SWEEPS-11,1,1.79600000,,,0,12.666,2.354,-2.354,0
SWEEPS-4 b,SWEEPS-4,1,4.20000000,,,0,9.079,1.121,-1.121,0
TAP 26 b,TAP 26,1,10.79000000,0.14000000,-0.14000000,0,,,,
TCP J05074264+2447555 b,TCP J05074264+2447555,1,,,,,,,,
TIC 139270665 b,TIC 139270665,1,23.62400000,0.03000000,-0.03100000,0,7.230,0.269,-0.247,0
TIC 139270665 c,TIC 139270665,1,1010.00000000,780.00000000,-220.00000000,0,,,,
TIC 172900988 b,TIC 172900988 Aa,1,200.45200000,0.01100000,-0.01100000,0,11.250,0.440,-0.440,0
TIC 237913194 b,TIC 237913194,1,15.16886500,0.00001800,-0.00001800,0,12.520,0.605,-0.527,0
TIC 241249530 b,TIC 241249530,1,165.77190000,0.00027000,-0.00028000,0,13.294,0.415,-0.448,0
TIC 257060897 b,TIC 257060897,1,3.66002800,0.00000600,-0.00000600,0,16.701,0.448,-0.448,0
TIC 279401253 b,TIC 279401253,1,76.80000000,0.06000000,-0.06000000,0,11.209,0.448,-0.448,0
TIC 279401253 c,TIC 279401253,1,155.30000000,0.70000000,-0.70000000,0,,,,
TIC 365102760 b,TIC 365102760,1,4.21285367,0.00000074,-0.00000074,0,6.210,0.760,-0.760,0
TIC 393818343 b,TIC 393818343,1,16.24921000,0.00010000,-0.00011000,0,12.184,0.258,-0.235,0
TIC 46432937 b,TIC 46432937,1,1.44044527,0.00000009,-0.00000009,0,13.316,0.336,-0.336,0
TIC 4672985 b,TIC 4672985,1,69.04800000,0.00040000,-0.00050000,0,11.500,0.751,-0.729,0
TOI-1052 b,TOI-1052,1,9.13970300,0.00019000,-0.00019700,0,2.870,0.290,-0.240,0
TOI-1052 c,TOI-1052,1,35.80600000,0.45300000,-0.38100000,0,,,,
TOI-1062 b,TOI-1062,1,4.11296000,0.00150000,-0.00150000,0,2.265,0.096,-0.091,0
TOI-1062 c,TOI-1062,1,7.97200000,0.01800000,-0.02400000,0,,,,
TOI-1064 b,TOI-1064,1,6.44386800,0.00002500,-0.00002500,0,2.587,0.043,-0.042,0
TOI-1064 c,TOI-1064,1,12.22657400,0.00004600,-0.00004300,0,2.651,0.043,-0.042,0
TOI-1075 b,TOI-1075,1,0.60473280,0.00000320,-0.00000320,0,1.791,0.116,-0.081,0
TOI-1107 b,TOI-1107,1,4.07823870,0.00000240,-0.00000250,0,14.572,0.560,-0.560,0
TOI-1130 b,TOI-1130,1,4.07455400,0.00000100,-0.00044100,0,3.660,0.030,-0.040,0
TOI-1130 c,TOI-1130,1,8.35018980,0.00009380,-0.00000100,0,13.000,0.400,-0.400,0
TOI-1135 b,TOI-1135,1,8.02772830,,,0,9.341,0.420,-0.420,0
TOI-1136 b,TOI-1136,1,4.17270000,0.00030000,-0.00030000,0,,,,
TOI-1136 c,TOI-1136,1,6.25740000,0.00020000,-0.00020000,0,,,,
TOI-1136 d,TOI-1136,1,12.51990000,0.00040000,-0.00040000,0,,,,
TOI-1136 e,TOI-1136,1,18.80100000,0.00100000,-0.00100000,0,,,,
TOI-1136 f,TOI-1136,1,26.32100000,0.00100000,-0.00100000,0,,,,
TOI-1136 g,TOI-1136,1,39.54500000,0.00200000,-0.00200000,0,,,,
TOI-1173 b,TOI-1173,1,7.06466000,0.00028000,-0.00029000,0,9.190,0.180,-0.180,0
TOI-1174 b,TOI-1174,1,8.95345800,0.00002100,-0.00002100,0,2.506,0.142,-0.108,0
TOI-1180 b,TOI-1180,1,9.68675300,0.00001200,-0.00001200,0,3.036,0.187,-0.130,0
TOI-1181 b,TOI-1181,1,2.10318900,0.00000300,-0.00000500,0,17.026,0.661,-0.661,0
TOI-1184 b,TOI-1184,1,5.74843200,0.00000390,-0.00000390,0,2.410,0.102,-0.144,0
TOI-1194 b,TOI-1194,1,2.31064460,0.00000054,-0.00000054,0,8.717,0.155,-0.149,0
TOI-1199 b,TOI-1199,1,3.67146300,0.00000300,-0.00000300,0,10.514,0.280,-0.280,0
TOI-1201 b,TOI-1201,1,2.49198630,0.00000300,-0.00000310,0,2.415,0.091,-0.090,0
TOI-122 b,TOI-122,1,5.07803000,0.00001500,-0.00001500,0,2.720,0.180,-0.180,0
TOI-1221 b,TOI-1221,1,91.68278000,0.00032000,-0.00041000,0,2.910,0.130,-0.120,0
TOI-1224 b,TOI-1224,1,4.17827450,0.00000220,-0.00000210,0,2.104,0.094,-0.091,0
TOI-1224 c,TOI-1224,1,17.94546600,0.00001200,-0.00001200,0,2.884,0.098,-0.098,0
TOI-1227 b,TOI-1227,1,27.36397000,0.00011000,-0.00011000,0,9.572,0.751,-0.583,0
TOI-1231 b,TOI-1231,1,24.24558600,0.00006400,-0.00006600,0,3.650,0.160,-0.150,0
TOI-1235 b,TOI-1235,1,3.44471400,0.00009000,-0.00009000,0,1.690,0.080,-0.080,0
TOI-1244 b,TOI-1244,1,6.40030000,0.00001300,-0.00001300,0,2.376,0.132,-0.106,0
TOI-1246 b,TOI-1246,1,4.30744000,0.00002000,-0.00002000,0,3.010,0.060,-0.060,0
TOI-1246 c,TOI-1246,1,5.90413700,0.00001400,-0.00001400,0,2.451,0.138,-0.088,0
TOI-1246 d,TOI-1246,1,18.65487400,0.00005500,-0.00005500,0,3.431,0.150,-0.116,0
TOI-1246 e,TOI-1246,1,37.92548000,0.00016000,-0.00016000,0,3.514,0.269,-0.182,0
TOI-1248 b,TOI-1248,1,4.36015610,0.00000110,-0.00000110,0,6.808,0.117,-0.120,0
TOI-1249 b,TOI-1249,1,13.07915100,0.00005400,-0.00005400,0,3.271,0.307,-0.187,0
TOI-125 b,TOI-125,1,4.65382000,0.00033000,-0.00031000,0,2.726,0.075,-0.075,0
TOI-125 c,TOI-125,1,9.15059000,0.00070000,-0.00082000,0,2.759,0.100,-0.100,0
TOI-125 d,TOI-125,1,19.98000000,0.00500000,-0.00560000,0,2.930,0.170,-0.170,0
TOI-1259 A b,TOI-1259 A,1,3.47797800,0.00000190,-0.00000170,0,11.456,0.336,-0.303,0
TOI-1260 b,TOI-1260,1,3.12746300,0.00000500,-0.00000500,0,2.410,0.050,-0.050,0
TOI-1260 c,TOI-1260,1,7.49313400,0.00002000,-0.00002000,0,2.760,0.070,-0.070,0
TOI-1260 d,TOI-1260,1,16.60816400,0.00008300,-0.00008300,0,3.120,0.080,-0.080,0
TOI-1266 b,TOI-1266,1,10.89484100,0.00001100,-0.00001100,0,2.620,0.110,-0.110,0
TOI-1266 c,TOI-1266,1,18.80161100,0.00005300,-0.00005300,0,2.130,0.120,-0.120,0
TOI-1268 b,TOI-1268,1,8.15770940,0.00000450,-0.00000450,0,9.100,0.600,-0.600,0
TOI-1269 b,TOI-1269,1,4.25299130,0.00000680,-0.00000680,0,2.401,0.150,-0.074,0
TOI-1272 b,TOI-1272,1,3.31599000,0.00001800,-0.00001800,0,4.132,0.226,-0.151,0
TOI-1272 c,TOI-1272,1,8.68110000,0.00690000,-0.00690000,0,,,,
TOI-1273 b,TOI-1273,1,4.63129600,0.00000300,-0.00000300,0,11.097,2.466,-2.466,0
TOI-1278 b,TOI-1278,1,14.47567000,0.00021000,-0.00021000,0,12.218,2.690,-2.242,0
TOI-1279 b,TOI-1279,1,9.61419000,0.00004000,-0.00004000,0,2.661,0.138,-0.106,0
TOI-128.01,TOI-128,1,4.94046810,,,0,2.219,0.109,-0.109,0
TOI-1288 b,TOI-1288,1,2.69982790,0.00000490,-0.00000490,0,4.968,0.108,-0.100,0
TOI-1288 c,TOI-1288,1,416.00000000,12.00000000,-12.00000000,0,,,,
TOI-1294 b,TOI-1294,1,3.91529200,0.00001500,-0.00001500,0,10.124,0.236,-0.221,0
TOI-1294 c,TOI-1294,1,159.90000000,2.50000000,-2.50000000,0,,,,
TOI-1296 b,TOI-1296,1,3.94437360,0.00000160,-0.00000160,0,14.116,0.285,-0.263,0
TOI-1298 b,TOI-1298,1,4.53714300,0.00000300,-0.00000300,0,9.658,0.199,-0.173,0
TOI-132 b,TOI-132,1,2.10970190,0.00001200,-0.00001100,0,3.420,0.130,-0.140,0
TOI-1333 b,TOI-1333,1,4.72021900,0.00001100,-0.00001100,0,15.648,0.628,-0.605,0
TOI-1338 b,TOI-1338 A,1,95.40010000,0.00620000,-0.00560000,0,7.661,0.053,-0.053,0
TOI-1338 c,TOI-1338 A,1,215.79000000,0.46000000,-0.46000000,0,,,,
TOI-1347 b,TOI-1347,1,0.84742346,0.00000061,-0.00000061,0,1.800,0.100,-0.100,0
TOI-1347 c,TOI-1347,1,4.84196200,0.00001200,-0.00001200,0,1.600,0.100,-0.100,0
TOI-1386 b,TOI-1386,1,25.84010000,0.00310000,-0.00310000,0,6.216,0.206,-0.170,0
TOI-1386 c,TOI-1386,1,232.00000000,9.30000000,-9.30000000,0,,,,
TOI-139 b,TOI-139,1,11.07085000,0.00002400,-0.00003000,0,2.457,0.212,-0.124,0
TOI-1408 b,TOI-1408,1,4.42587000,0.00003000,-0.00003000,0,25.000,4.000,-4.000,0
TOI-1408 c,TOI-1408,1,2.16640000,0.00010000,-0.00010000,0,2.220,0.060,-0.060,0
TOI-1410 c,TOI-1410,1,47.56000000,0.15000000,-0.15000000,0,,,,
TOI-1410.01,TOI-1410,1,1.21687000,0.00003000,-0.00003000,0,3.101,0.220,-0.161,0
TOI-1411 b,TOI-1411,1,1.45205270,0.00000170,-0.00000170,0,1.199,0.049,-0.045,0
TOI-1416 b,TOI-1416,1,1.06975680,0.00000280,-0.00000280,0,1.620,0.080,-0.080,0
TOI-1420 b,TOI-1420,1,6.95610630,0.00000170,-0.00000170,0,11.890,0.330,-0.330,0
TOI-1422 b,TOI-1422,1,12.99720000,0.00060000,-0.00060000,0,3.960,0.130,-0.110,0
TOI-1431 b,TOI-1431,1,2.65023700,0.00000300,-0.00000300,0,16.701,0.560,-0.560,0
TOI-1437 b,TOI-1437,1,18.84094200,0.00006000,-0.00006800,0,2.240,0.230,-0.220,0
TOI-1439 b,TOI-1439,1,27.64400000,0.00012000,-0.00012000,0,4.243,0.230,-0.168,0
TOI-1442 b,TOI-1442,1,0.40906770,0.00000030,-0.00000030,0,1.170,0.060,-0.060,0
TOI-1443 b,TOI-1443,1,23.54067800,0.00005800,-0.00005800,0,2.304,0.127,-0.101,0
TOI-1444 b,TOI-1444,1,0.47027430,0.00000110,-0.00000110,0,1.418,0.047,-0.041,0
TOI-1448 b,TOI-1448,1,8.11224500,0.00001800,-0.00001800,0,2.749,0.067,-0.063,0
TOI-1450 A b,TOI-1450 A,1,2.04392740,0.00000100,-0.00000100,0,1.130,0.043,-0.043,0
TOI-1450 A c,TOI-1450 A,1,5.06880000,0.00190000,-0.00190000,0,,,,
TOI-1451 b,TOI-1451,1,16.53794400,0.00004500,-0.00004500,0,2.611,0.134,-0.103,0
TOI-1452 b,TOI-1452,1,11.06201000,0.00002000,-0.00002000,0,1.672,0.071,-0.071,0
TOI-1467 b,TOI-1467,1,5.97199000,0.00083000,-0.00083000,0,1.676,0.088,-0.084,0
TOI-1468 b,TOI-1468,1,1.88051360,0.00000240,-0.00000260,0,1.280,0.038,-0.039,0
TOI-1468 c,TOI-1468,1,15.53248200,0.00003400,-0.00003300,0,2.064,0.044,-0.044,0
TOI-1470 b,TOI-1470,1,2.52709300,0.00000400,-0.00000300,0,2.180,0.040,-0.040,0
TOI-1470 c,TOI-1470,1,18.08816000,0.00006000,-0.00008000,0,2.470,0.020,-0.020,0
TOI-1472 b,TOI-1472,1,6.36381000,0.00091000,-0.00091000,0,4.160,0.157,-0.126,0
TOI-1478 b,TOI-1478,1,10.18024900,0.00001500,-0.00001500,0,11.882,0.448,-0.437,0
TOI-150.01,TOI-150,1,5.85748700,0.00008900,-0.00009700,0,14.067,0.235,-0.213,0
TOI-1516 b,TOI-1516,1,2.05601400,0.00000200,-0.00000200,0,15.244,0.336,-0.336,0
TOI-1518 b,TOI-1518,1,1.90260300,0.00001100,-0.00001100,0,21.017,0.594,-0.594,0
TOI-157 b,TOI-157,1,2.08454350,0.00000230,-0.00000230,0,14.415,0.258,-0.224,0
TOI-1601 b,TOI-1601,1,5.33175000,0.00014000,-0.00014000,0,14.199,0.649,-0.511,0
TOI-163 b,TOI-163,1,4.23130600,0.00006300,-0.00005700,0,16.690,0.381,-0.381,0
TOI-1634 b,TOI-1634,1,0.98934550,0.00000600,-0.00000600,0,1.773,0.077,-0.077,0
TOI-1634 c,TOI-1634,1,103.00000000,5.80000000,-4.50000000,0,,,,
TOI-1669 b,TOI-1669,1,500.00000000,13.00000000,-13.00000000,0,,,,
TOI-1669 c,TOI-1669,1,2.68005350,0.00000620,-0.00000620,0,2.296,0.102,-0.090,0
TOI-1670 b,TOI-1670,1,10.98462000,0.00046000,-0.00051000,0,2.060,0.190,-0.150,0
TOI-1670 c,TOI-1670,1,40.74976000,0.00002200,-0.00021000,0,11.063,0.280,-0.280,0
TOI-1680 b,TOI-1680,1,4.80263450,0.00000400,-0.00000390,0,1.466,0.063,-0.049,0
TOI-1683.01,TOI-1683,1,3.05753560,,,0,2.638,0.276,-0.276,0
TOI-1685 b,TOI-1685,1,0.66913924,0.00000042,-0.00000042,0,1.468,0.050,-0.051,0
TOI-169 b,TOI-169,1,2.25544770,0.00000630,-0.00000630,0,12.173,0.908,-0.538,0
TOI-1691 b,TOI-1691,1,16.73690000,0.00003000,-0.00003000,0,3.565,0.107,-0.087,0
TOI-1693 b,TOI-1693,1,1.76669570,0.00000540,-0.00000540,0,1.410,0.100,-0.100,0
TOI-1694 b,TOI-1694,1,3.77010700,0.00008500,-0.00008500,0,5.342,0.148,-0.119,0
TOI-1694 c,TOI-1694,1,393.10000000,4.70000000,-4.70000000,0,,,,
TOI-1695 b,TOI-1695,1,3.13427910,0.00000710,-0.00000630,0,1.900,0.160,-0.140,0
TOI-1696 b,TOI-1696,1,2.50031100,0.00000400,-0.00000400,0,3.090,0.110,-0.110,0
TOI-1710 b,TOI-1710,1,24.28337700,0.00002600,-0.00002600,0,5.203,0.096,-0.091,0
TOI-172 b,TOI-172,1,9.47725000,0.00064000,-0.00079000,0,10.817,0.359,-0.325,0
TOI-1723 b,TOI-1723,1,13.72641000,0.00046000,-0.00046000,0,3.292,0.143,-0.128,0
TOI-1728 b,TOI-1728,1,3.49151000,0.00006200,-0.00005700,0,5.050,0.160,-0.170,0
TOI-1736 b,TOI-1736,1,7.07307600,0.00001700,-0.00001700,0,3.182,0.122,-0.095,0
TOI-1736 c,TOI-1736,1,571.25000000,0.46000000,-0.46000000,0,,,,
TOI-1739 b,TOI-1739,1,8.30334200,0.00001100,-0.00001300,0,1.695,0.098,-0.085,0
TOI-1742 b,TOI-1742,1,21.26908400,0.00005100,-0.00005100,0,2.365,0.057,-0.051,0
TOI-1749 b,TOI-1749,1,2.38839000,0.00031000,-0.00066000,0,1.390,0.210,-0.190,0
TOI-1749 c,TOI-1749,1,4.49290000,0.00380000,-0.00270000,0,2.120,0.120,-0.120,0
TOI-1749 d,TOI-1749,1,9.04970000,0.00490000,-0.00320000,0,2.520,0.150,-0.150,0
TOI-1751 b,TOI-1751,1,37.46852000,0.00013000,-0.00013000,0,2.951,0.111,-0.082,0
TOI-1753 b,TOI-1753,1,5.38461040,0.00000990,-0.00000990,0,2.479,0.098,-0.079,0
TOI-1758 b,TOI-1758,1,20.70512700,0.00005600,-0.00005600,0,3.557,0.228,-0.142,0
TOI-1759 b,TOI-1759,1,18.85019000,0.00013000,-0.00013000,0,3.140,0.100,-0.100,0
TOI-1775 b,TOI-1775,1,10.24055490,0.00000960,-0.00000960,0,8.047,0.143,-0.128,0
TOI-1776 b,TOI-1776,1,2.79986800,0.00002300,-0.00002300,0,1.216,0.090,-0.077,0
TOI-178 b,TOI-178,1,1.91455800,0.00001800,-0.00001800,0,1.152,0.073,-0.070,0
TOI-178 c,TOI-178,1,3.23845000,0.00002000,-0.00001900,0,1.669,0.114,-0.099,0
TOI-178 d,TOI-178,1,6.55770000,0.00001600,-0.00001600,0,2.572,0.075,-0.078,0
TOI-178 e,TOI-178,1,9.96188100,0.00004200,-0.00004200,0,2.207,0.088,-0.090,0
TOI-178 f,TOI-178,1,15.23191500,0.00011500,-0.00009500,0,2.287,0.108,-0.110,0
TOI-178 g,TOI-178,1,20.70950000,0.00014000,-0.00011000,0,2.870,0.140,-0.130,0
TOI-1789 b,TOI-1789,1,3.20866400,0.00001500,-0.00001500,0,16.141,2.690,-1.569,0
TOI-1794 b,TOI-1794,1,8.76552800,0.00003500,-0.00003500,0,3.297,0.167,-0.137,0
TOI-1798.01,TOI-1798,1,8.02154000,0.00002800,-0.00002800,0,2.385,0.118,-0.092,0
TOI-1798.02,TOI-1798,1,0.43781460,0.00000140,-0.00000140,0,1.399,0.068,-0.058,0
TOI-1799 b,TOI-1799,1,7.08573800,0.00008300,-0.00008300,0,1.422,0.093,-0.088,0
TOI-1801 b,TOI-1801,1,10.64387000,0.00005000,-0.00006000,0,2.079,0.124,-0.110,0
TOI-1806.01,TOI-1806,1,15.14546930,,,0,3.410,0.351,-0.351,0
TOI-1807 b,TOI-1807,1,0.54937097,0.00000072,-0.00000072,0,1.497,0.081,-0.068,0
TOI-181 b,TOI-181,1,4.53200000,0.00000200,-0.00000200,0,6.956,0.087,-0.101,0
TOI-1811 b,TOI-1811,1,3.71307650,0.00000170,-0.00000170,0,11.142,0.280,-0.258,0
TOI-1820 b,TOI-1820,1,4.86067400,0.00000500,-0.00000500,0,12.778,0.224,-0.224,0
TOI-1823 b,TOI-1823,1,38.80000000,0.01000000,-0.01000000,0,7.541,0.332,-0.252,0
TOI-1824 b,TOI-1824,1,22.80853300,0.00005500,-0.00005500,0,2.744,0.087,-0.072,0
TOI-1836 b,TOI-1836,1,20.38084500,0.00002800,-0.00002800,0,8.281,0.204,-0.168,0
TOI-1836 c,TOI-1836,1,1.77274710,0.00000790,-0.00000790,0,2.600,0.221,-0.144,0
TOI-1842 b,TOI-1842,1,9.57391810,0.00000990,-0.00000990,0,12.349,0.279,-0.294,0
TOI-1853 b,TOI-1853,1,1.24362580,0.00000150,-0.00000150,0,3.460,0.080,-0.080,0
TOI-1855 b,TOI-1855,1,1.36414864,0.00000051,-0.00000051,0,18.495,5.829,-4.147,0
TOI-1859 b,TOI-1859,1,63.48347000,0.00010000,-0.00010000,0,9.752,0.785,-0.785,0
TOI-1860 b,TOI-1860,1,1.06621070,0.00000140,-0.00000140,0,1.310,0.040,-0.040,0
TOI-1883 b,TOI-1883,1,4.50638000,0.00000700,-0.00000600,0,5.650,0.240,-0.240,0
TOI-1898 b,TOI-1898,1,45.52234000,0.00006100,-0.00006100,0,9.396,0.234,-0.309,0
TOI-1899 b,TOI-1899,1,29.09031200,0.00003600,-0.00003500,0,11.097,0.336,-0.336,0
TOI-1937 A b,TOI-1937 A,1,0.94667944,0.00000047,-0.00000047,0,13.978,0.661,-0.695,0
TOI-198 b,TOI-198,1,10.21520000,0.00006000,-0.00006000,0,1.440,0.080,-0.080,0
TOI-199 b,TOI-199,1,104.85400000,0.00100000,-0.00200000,0,9.079,0.056,-0.056,0
TOI-199 c,TOI-199,1,273.69000000,0.26000000,-0.22000000,0,,,,
TOI-1994 b,TOI-1994,1,4.03371420,0.00000510,-0.00000510,0,13.675,0.919,-0.796,0
TOI-2000 b,TOI-2000,1,3.09833000,0.00002100,-0.00001900,0,2.700,0.150,-0.150,0
TOI-2000 c,TOI-2000,1,9.12705500,0.00000730,-0.00000720,0,8.140,0.310,-0.300,0
TOI-201 b,TOI-201,1,52.97818000,0.00004000,-0.00004000,0,11.299,0.135,-0.168,0
TOI-2010 b,TOI-2010,1,141.83402500,0.00006500,-0.00006600,0,11.814,0.303,-0.303,0
TOI-2015 b,TOI-2015,1,3.34896800,0.00000400,-0.00000400,0,3.390,0.140,-0.130,0
TOI-2018 b,TOI-2018,1,7.43558300,0.00002200,-0.00002200,0,2.268,0.069,-0.069,0
TOI-2019 b,TOI-2019,1,15.34440000,0.00570000,-0.00570000,0,5.333,0.264,-0.208,0
TOI-2025 b,TOI-2025,1,8.87209820,0.00000770,-0.00000770,0,11.893,0.370,-0.347,0
TOI-2046 b,TOI-2046,1,1.49718420,0.00000310,-0.00000330,0,16.141,1.233,-1.233,0
TOI-2048 b,TOI-2048,1,13.79019000,0.00065000,-0.00084000,0,2.610,0.170,-0.160,0
TOI-206 b,TOI-206,1,0.73631040,0.00000030,-0.00000030,0,1.300,0.050,-0.050,0
TOI-2068 b,TOI-2068,1,7.76891500,0.00002500,-0.00003700,0,1.821,0.162,-0.149,0
TOI-2076 b,TOI-2076,1,10.35509600,0.00001800,-0.00001800,0,2.771,0.143,-0.095,0
TOI-2076 c,TOI-2076,1,21.01532700,0.00002300,-0.00002300,0,3.694,0.142,-0.111,0
TOI-2076 d,TOI-2076,1,35.12568600,0.00008600,-0.00008600,0,3.431,0.211,-0.252,0
TOI-2081 b,TOI-2081,1,10.50534000,0.00007000,-0.00008000,0,2.040,0.500,-0.540,0
TOI-2084 b,TOI-2084,1,6.07842470,0.00000960,-0.00000960,0,2.470,0.130,-0.130,0
TOI-2088 b,TOI-2088,1,124.72997000,0.00065000,-0.00065000,0,3.683,0.193,-0.141,0
TOI-2095 b,TOI-2095,1,17.66484000,0.00007000,-0.00007000,0,1.250,0.070,-0.070,0
TOI-2095 c,TOI-2095,1,28.17232000,0.00014000,-0.00014000,0,1.330,0.080,-0.080,0
TOI-2096 b,TOI-2096,1,3.11906330,0.00001000,-0.00000930,0,1.243,0.077,-0.072,0
TOI-2096 c,TOI-2096,1,6.38784000,0.00001200,-0.00001200,0,1.914,0.095,-0.095,0
TOI-2107 b,TOI-2107,1,2.45454670,0.00000130,-0.00000130,0,13.574,0.392,-0.359,0
TOI-2109 b,TOI-2109,1,0.67247414,0.00000003,-0.00000028,0,15.098,0.527,-0.527,0
TOI-2120 b,TOI-2120,1,5.79981640,0.00000350,-0.00000350,0,2.122,0.065,-0.065,0
TOI-2128 b,TOI-2128,1,16.34136000,0.00013000,-0.00013000,0,2.089,0.089,-0.076,0
TOI-2134 b,TOI-2134,1,9.22920050,0.00000630,-0.00000630,0,2.690,0.160,-0.160,0
TOI-2134 c,TOI-2134,1,95.50000000,0.36000000,-0.25000000,0,7.270,0.420,-0.420,0
TOI-2136 b,TOI-2136,1,7.85192800,0.00001800,-0.00001600,0,2.190,0.170,-0.170,0
TOI-2141 b,TOI-2141,1,18.26157000,0.00006000,-0.00006000,0,3.050,0.230,-0.230,0
TOI-2145 b,TOI-2145,1,10.26112700,0.00001100,-0.00001100,0,12.419,0.310,-0.254,0
TOI-2152 A b,TOI-2152,1,3.37735120,0.00000600,-0.00000610,0,14.359,0.560,-0.516,0
TOI-2154 b,TOI-2154,1,3.82408010,0.00000250,-0.00000250,0,16.287,0.594,-0.538,0
TOI-2158 b,TOI-2158,1,8.60077000,0.00003000,-0.00003000,0,10.761,0.135,-0.135,0
TOI-216.01,TOI-216,1,34.52552800,,,0,10.100,0.200,-0.200,0
TOI-216.02,TOI-216,1,17.16073000,,,0,8.000,3.000,-2.000,0
TOI-2180 b,TOI-2180,1,260.79000000,0.59000000,-0.58000000,0,11.321,0.247,-0.213,0
TOI-2184 b,TOI-2184,1,6.90683000,0.00009000,-0.00009000,0,11.400,0.572,-0.572,0
TOI-2193 A b,TOI-2193 A,1,2.12257350,0.00000160,-0.00000160,0,19.840,,,0
TOI-2194 b,TOI-2194,1,15.33759700,0.00158500,-0.00161600,0,1.989,0.131,-0.067,0
TOI-2196 b,TOI-2196,1,1.19472680,0.00000790,-0.00000930,0,3.510,0.150,-0.150,0
TOI-220 b,TOI-220,1,10.69526400,0.00008600,-0.00008600,0,3.030,0.150,-0.150,0
TOI-2202 b,TOI-2202,1,11.91010000,0.00220000,-0.00360000,0,11.321,5.851,-0.897,0
TOI-2202 c,TOI-2202,1,24.67440000,0.02580000,-0.03390000,0,,,,
TOI-2207 b,TOI-2207,1,8.00196800,0.00002400,-0.00002500,0,11.153,0.314,-0.303,0
TOI-2236 b,TOI-2236,1,3.53159020,0.00000260,-0.00000260,0,14.370,0.359,-0.347,0
TOI-2257 b,TOI-2257,1,35.18934600,0.00009000,-0.00009000,0,2.194,0.113,-0.111,0
TOI-2260 b,TOI-2260,1,0.35247280,0.00000470,-0.00000470,0,1.620,0.130,-0.130,0
TOI-2266 b,TOI-2266,1,2.32631800,0.00000480,-0.00000480,0,1.540,0.090,-0.090,0
TOI-2274 b,TOI-2274,1,2.67963000,0.00000300,-0.00000300,0,2.450,0.230,-0.130,0
TOI-2285 b,TOI-2285,1,27.26955000,0.00013000,-0.00010000,0,1.740,0.080,-0.080,0
TOI-2337 b,TOI-2337,1,2.99432000,0.00008000,-0.00008000,0,10.088,1.121,-1.121,0
TOI-2338 b,TOI-2338,1,22.65398000,0.00002000,-0.00002000,0,11.209,0.224,-0.224,0
TOI-2364 b,TOI-2364,1,4.01975170,0.00000430,-0.00000430,0,8.608,0.258,-0.202,0
TOI-2368 b,TOI-2368,1,5.17500730,0.00000160,-0.00000160,0,10.839,0.404,-0.347,0
TOI-237 b,TOI-237,1,5.43609800,0.00003900,-0.00003900,0,1.440,0.120,-0.120,0
TOI-2373 b,TOI-2373,1,13.33668000,0.00001000,-0.00001000,0,10.424,0.224,-0.224,0
TOI-2374 b,TOI-2374,1,4.31361000,0.00001000,-0.00001000,0,6.810,0.300,-0.300,0
TOI-2379 b,TOI-2379,1,5.46938270,0.00000230,-0.00000230,0,11.725,0.258,-0.258,0
TOI-238 b,TOI-238,1,1.27311400,0.00000200,-0.00000200,0,1.612,0.096,-0.099,0
TOI-238 c,TOI-238,1,8.46565100,0.00003500,-0.00003500,0,2.180,0.180,-0.180,0
TOI-2384 b,TOI-2384,1,2.13570304,0.00000038,-0.00000038,0,11.489,0.235,-0.235,0
TOI-2406 b,TOI-2406,1,3.07668910,0.00000240,-0.00000240,0,2.860,0.063,-0.069,0
TOI-2411 b,TOI-2411,1,0.78269420,0.00000370,-0.00000370,0,1.680,0.110,-0.110,0
TOI-2416 b,TOI-2416,1,8.27547900,0.00000900,-0.00000900,0,9.864,0.224,-0.224,0
TOI-2420 b,TOI-2420,1,5.84264100,0.00001500,-0.00001300,0,15.020,0.829,-0.807,0
TOI-2421 b,TOI-2421,1,4.34740320,0.00000790,-0.00000780,0,10.368,0.392,-0.381,0
