# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jun  8 13:48:33 2025
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,default_flag,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,sy_dist,sy_disterr1,sy_disterr2
NGTS-14 A b,NGTS-14 A,1,Transit,3.53571730000,0.00000690000,-0.00000690000,0,0.0403000000,0.0071000000,-0.0071000000,0,4.97679600,0.33627000,-0.33627000,0,29.24036000,3.81396000,-3.81396000,0,Mass,0.000000,,,0,322.14800000,3.63200000,-3.55300000
NGTS-15 b,NGTS-15,1,Transit,3.27623000000,0.00001000000,-0.00001000000,0,0.0441000000,0.0046000000,-0.0046000000,0,12.32987877,1.12089807,-1.12089807,0,238.68913366,32.41849751,-27.96889982,0,Mass,0.000000,,,0,786.48500000,10.68500000,-10.40800000
NGTS-16 b,NGTS-16,1,Transit,4.84532000000,0.00002000000,-0.00002000000,0,0.0523000000,0.0064000000,-0.0064000000,0,14.57167491,1.45716749,-1.34507768,0,211.99154747,49.89905990,-40.99986450,0,Mass,0.000000,,,0,898.16800000,17.70100000,-17.04200000
NGTS-17 b,NGTS-17,1,Transit,3.24253000000,0.00001000000,-0.00001000000,0,0.0391000000,0.0043000000,-0.0043000000,0,13.89913607,1.23298788,-1.23298788,0,242.82090295,61.97653937,-52.12385875,0,Mass,0.000000,,,0,1040.28000000,22.05000000,-21.16000000
NGTS-18 b,NGTS-18,1,Transit,3.05125000000,0.00001000000,-0.00001000000,0,0.0448000000,0.0068000000,-0.0068000000,0,13.56286665,2.01761653,-2.01761653,0,129.99181846,25.74410097,-20.02318964,0,Mass,0.000000,,,0,1096.19000000,43.11000000,-40.02000000
NGTS-2 b,NGTS-2,1,Transit,4.51116400000,0.00006100000,-0.00006100000,0,0.0630000000,0.0024000000,-0.0030000000,0,17.87835500,0.52682300,-0.50440500,0,235.19420000,41.31790000,-38.13960000,0,Mass,0.000000,,,0,356.39100000,8.20000000,-7.84500000
NGTS-20 b,NGTS-20,1,Transit,54.18915000000,0.00015000000,-0.00015000000,0,0.3130000000,0.0130000000,-0.0130000000,0,11.99360935,0.44835923,-0.44835923,0,947.12865286,50.85254512,-47.67426105,0,Mass,0.432000,0.023000,-0.023000,0,382.89800000,7.43300000,-7.15900000
NGTS-21 b,NGTS-21,1,Transit,1.54338970000,0.00000160000,-0.00000160000,0,0.0236000000,0.0005000000,-0.0005000000,0,14.90794433,0.33626942,-0.33626942,0,750.07504052,66.74396547,-66.74396547,0,Mass,0.000000,,,0,592.89100000,15.99500000,-15.19000000
NGTS-23 b,NGTS-23,1,Transit,4.07643260000,0.00000410000,-0.00000410000,0,0.0504000000,0.0120000000,-0.0120000000,0,14.20177855,0.33626942,-0.33626942,0,194.82881349,30.82935548,-30.82935548,0,Mass,0.000000,,,0,1074.95000000,19.91000000,-19.21000000
NGTS-24 b,NGTS-24,1,Transit,3.46787960000,0.00000700000,-0.00000700000,0,0.0479000000,0.0028000000,-0.0030000000,0,13.60770257,0.65012088,-0.69495680,0,165.27077164,38.13940884,-34.96112477,0,Mass,0.000000,,,0,683.06200000,11.04800000,-10.70900000
NGTS-25 b,NGTS-25,1,Transit,2.82309300000,0.00000330000,-0.00000330000,0,0.0388000000,0.0014000000,-0.0020000000,0,11.46678726,0.39231432,-0.58286700,0,203.09235207,18.43404761,-16.52707716,0,Mass,0.000000,,,0,521.23300000,8.36700000,-8.11200100
NGTS-26 b,NGTS-26,1,Transit,4.51992790000,0.00000900000,-0.00000920000,0,0.0490000000,0.0038000000,-0.0032000000,0,14.88552637,0.66132986,-0.53803107,0,92.80589484,20.65884645,-19.06970442,0,Mass,0.000000,,,0,1093.69000000,43.12000000,-40.03000000
NGTS-27 b,NGTS-27,1,Transit,3.37041810000,0.00000590000,-0.00000570000,0,0.0446000000,0.0026000000,-0.0036000000,0,15.64773706,0.42594127,-0.39231432,0,188.47224535,30.19369866,-22.88364530,0,Mass,0.000000,,,0,942.12200000,29.59200000,-27.87400000
NGTS-3 A b,NGTS-3 A,1,Transit,1.67537280000,0.00000300000,-0.00000300000,0,0.0230000000,0.0070000000,-0.0050000000,0,16.58932000,4.14733000,-4.14733000,0,756.43540000,82.63580000,-82.63580000,0,Mass,,,,,743.97200000,10.89200000,-10.58800000
NGTS-30 b,NGTS-30,1,Transit,98.29838000000,0.00010000000,-0.00009000000,0,0.4080000000,0.0190000000,-0.0190000000,0,10.40193409,0.35868738,-0.35868738,0,305.11527072,17.79839079,-17.79839079,0,Mass,0.294000,0.014000,-0.010000,0,238.37700000,2.43800000,-2.38900000
NGTS-33 b,NGTS-33,1,Transit,2.82797200000,0.00000100000,-0.00000100000,0,0.0480000000,0.0020000000,-0.0020000000,0,18.38272835,0.78462865,-0.78462865,0,1153.71711741,85.81366989,-85.81366989,0,Mass,0.000000,,,0,437.85500000,4.37100000,-4.28600000
NGTS-4 b,NGTS-4,1,Transit,1.33735080000,0.00000800000,-0.00000800000,0,0.0190000000,0.0050000000,-0.0050000000,0,3.18000000,0.26000000,-0.26000000,0,20.60000000,3.00000000,-3.00000000,0,Mass,0.000000,,,0,280.55500000,1.82200000,-1.79900000
NGTS-5 b,NGTS-5,1,Transit,3.35698660000,0.00000260000,-0.00000260000,0,0.0382000000,0.0013000000,-0.0013000000,0,12.73342400,0.25780700,-0.25780700,0,72.78307000,11.75971000,-11.75971000,0,Mass,0.000000,,,0,306.77900000,2.60100000,-2.55800000
NGTS-6 b,NGTS-6,1,Transit,0.88205900000,0.00000080000,-0.00000080000,0,0.0167700000,0.0003200000,-0.0003200000,0,14.86313400,1.08727300,-1.25540800,0,425.57437000,8.89924000,-8.89924000,0,Mass,0.000000,,,0,308.26200000,1.41800000,-1.40700000
NGTS-8 b,NGTS-8,1,Transit,2.49970000000,0.00001000000,-0.00001000000,0,0.0350000000,0.0010000000,-0.0010000000,0,12.21781000,0.33627000,-0.33627000,0,295.58190000,12.71320000,-9.53490000,0,Mass,0.010000,0.014000,-0.010000,0,428.97600000,5.62100000,-5.48100000
NGTS-9 b,NGTS-9,1,Transit,4.43527000000,0.00002000000,-0.00002000000,0,0.0580000000,0.0030000000,-0.0020000000,0,11.99363000,0.67254000,-0.67254000,0,921.70700000,54.03110000,-54.03110000,0,Mass,0.060000,0.076000,-0.052000,0,609.12800000,15.95200000,-15.17100000
NN Ser c,NN Ser,1,Eclipse Timing Variations,5573.55000000000,102.20000000000,-102.20000000000,0,5.3500000000,0.0600000000,-0.0600000000,0,,,,,2329.60000000,98.52000000,-98.52000000,0,Mass,0.080000,0.050000,-0.050000,0,515.81800000,28.16600000,-25.43500000
NN Ser d,NN Ser,1,Eclipse Timing Variations,2883.50000000000,182.50000000000,-182.50000000000,0,3.4300000000,0.1400000000,-0.1400000000,0,,,,,731.00000000,158.90000000,-158.90000000,0,Mass,0.190000,0.050000,-0.050000,0,515.81800000,28.16600000,-25.43500000
NSVS 14256825 b,NSVS 14256825,1,Eclipse Timing Variations,3225.00000000000,22.00000000000,-22.00000000000,0,3.1200000000,0.0700000000,-0.0700000000,0,,,,,4497.29450000,50.85280000,-50.85280000,0,Msini,0.120000,0.020000,-0.020000,0,820.87700000,41.45700000,-41.45700000
NY Vir b,NY Vir,1,Eclipse Timing Variations,3160.00000000000,62.00000000000,-62.00000000000,0,,,,,,,,,845.42780000,82.63580000,-82.63580000,0,Msini,0.150000,0.080000,-0.080000,0,544.02400000,18.87650000,-18.87650000
NY Vir c,NY Vir,1,Eclipse Timing Variations,8799.00000000000,240.00000000000,-240.00000000000,0,,,,,,,,,1760.77820000,63.56600000,-63.56600000,0,Msini,0.150000,0.010000,-0.010000,0,544.02400000,18.87650000,-18.87650000
OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,1,Microlensing,,,,,4.3000000000,2.5000000000,-0.8000000000,0,,,,,830.00000000,300.00000000,-200.00000000,0,Mass,,,,,5800.00000000,600.00000000,-700.00000000
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,1,Microlensing,,,,,3.6000000000,0.2000000000,-0.2000000000,0,,,,,1200.00000000,100.00000000,-100.00000000,0,Mass,,,,,3200.00000000,400.00000000,-400.00000000
OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,1,Microlensing,,,,,3.5000000000,0.3000000000,-0.3000000000,0,,,,,14.10000000,0.90000000,-0.90000000,0,Mass,,,,,4100.00000000,400.00000000,-400.00000000
OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,1,Microlensing,3285.00000000000,3285.00000000000,-1095.00000000000,0,2.6000000000,1.5000000000,-0.6000000000,0,,,,,5.50000000,5.50000000,-2.70000000,0,Mass,,,,,6600.00000000,1000.00000000,-1000.00000000
OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,1,Microlensing,1788.50000000000,584.00000000000,-547.50000000000,0,2.3000000000,0.5000000000,-0.5000000000,0,,,,,231.00000000,19.00000000,-19.00000000,0,Mass,,,,,1510.00000000,110.00000000,-120.00000000
OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,1,Microlensing,4927.50000000000,3540.50000000000,-1752.00000000000,0,4.5000000000,2.1000000000,-1.0000000000,0,,,,,86.00000000,7.00000000,-7.00000000,0,Mass,0.150000,0.170000,-0.100000,0,1510.00000000,110.00000000,-120.00000000
OGLE-2006-BLG-284L A b,OGLE-2006-BLG-284L A,1,Microlensing,,,,,2.1700000000,0.7800000000,-0.7800000000,0,,,,,144.00000000,137.00000000,-82.00000000,0,Mass,,,,,4000.00000000,1500.00000000,-1500.00000000
OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,1,Microlensing,2557.00000000000,,,0,2.5900000000,0.4300000000,-0.3400000000,0,,,,,80.00000000,13.00000000,-13.00000000,0,Mass,,,,,2760.00000000,380.00000000,-380.00000000
OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,1,Microlensing,,,,,2.8000000000,0.5000000000,-0.6000000000,0,,,,,20.00000000,7.00000000,-8.00000000,0,Mass,,,,,5900.00000000,900.00000000,-1400.00000000
OGLE-2008-BLG-092L b,OGLE-2008-BLG-092L,1,Microlensing,,,,,15.0000000000,,,0,,,,,57.00000000,,,0,Mass,,,,,8100.00000000,,
OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,1,Microlensing,,,,,1.7000000000,0.2900000000,-0.3000000000,0,,,,,1500.00000000,1200.00000000,-700.00000000,0,Mass,,,,,6800.00000000,1100.00000000,-1100.00000000
OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,1,Microlensing,,,,,8.0000000000,,,0,,,,,60.00000000,57.00000000,-35.00000000,0,Mass,,,,,6100.00000000,1300.00000000,-1700.00000000
OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,1,Microlensing,,,,,2.7200000000,0.7500000000,-0.7500000000,0,,,,,170.00000000,67.00000000,-67.00000000,0,Mass,,,,,2570.00000000,610.00000000,-610.00000000
OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,1,Microlensing,,,,,1.8900000000,0.2500000000,-0.2000000000,0,,,,,280.00000000,86.00000000,-57.00000000,0,Mass,,,,,4380.00000000,510.00000000,-450.00000000
OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,1,Microlensing,,,,,4.0000000000,0.5000000000,-0.5000000000,0,,,,,46.10000000,2.60000000,-2.60000000,0,Mass,,,,,4019.00000000,380.00000000,-380.00000000
OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,1,Microlensing,,,,,4.8000000000,0.7000000000,-0.7000000000,0,,,,,270.00000000,20.00000000,-20.00000000,0,Mass,,,,,4019.00000000,380.00000000,-380.00000000
OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,1,Microlensing,,,,,0.8700000000,0.0300000000,-0.0300000000,0,,,,,588.00000000,60.00000000,-60.00000000,0,Mass,,,,,1760.00000000,130.00000000,-130.00000000
OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,1,Microlensing,,,,,3.4500000000,0.2600000000,-0.2600000000,0,,,,,868.00000000,140.00000000,-140.00000000,0,Mass,,,,,4970.00000000,290.00000000,-290.00000000
OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,1,Microlensing,,,,,0.7400000000,0.2600000000,-0.4200000000,0,,,,,120.00000000,44.00000000,-73.00000000,0,Mass,,,,,1300.00000000,600.00000000,-800.00000000
OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,1,Microlensing,,,,,1.6000000000,0.4000000000,-0.3000000000,0,,,,,150.00000000,170.00000000,-83.00000000,0,Mass,,,,,6700.00000000,1100.00000000,-1200.00000000
OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,1,Microlensing,,,,,4.4300000000,0.7100000000,-0.8100000000,0,,,,,53.10000000,38.50000000,-260.00000000,0,Mass,,,,,6320.00000000,830.00000000,-1040.00000000
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,1,Microlensing,,,,,2.6000000000,0.3000000000,-0.5000000000,0,,,,,35.00000000,10.00000000,-6.00000000,0,Mass,,,,,2600.00000000,500.00000000,-700.00000000
OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,1,Microlensing,,,,,0.8000000000,0.0800000000,-0.0800000000,0,,,,,4100.00000000,600.00000000,-600.00000000,0,Mass,,,,,3040.00000000,310.00000000,-310.00000000
OGLE-2013-BLG-0132L b,OGLE-2013-BLG-0132L,1,Microlensing,,,,,3.6000000000,1.4000000000,-1.2000000000,0,,,,,92.00000000,51.00000000,-41.00000000,0,Mass,,,,,3900.00000000,1500.00000000,-1300.00000000
OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,1,Microlensing,,,,,0.7020000000,0.0220000000,-0.0220000000,0,,,,,1.66000000,0.18000000,-0.18000000,0,Mass,,,,,911.00000000,70.00000000,-70.00000000
OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,1,Microlensing,,,,,0.3900000000,0.0500000000,-0.0300000000,0,,,,,3020.00000000,864.00000000,-537.00000000,0,Mass,,,,,3220.00000000,470.00000000,-350.00000000
OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,1,Microlensing,,,,,2.6000000000,0.5000000000,-0.7000000000,0,,,,,200.00000000,110.00000000,-99.00000000,0,Mass,,,,,6300.00000000,1100.00000000,-1600.00000000
OGLE-2013-BLG-1761L b,OGLE-2013-BLG-1761L,1,Microlensing,,,,,1.8000000000,0.5000000000,-0.5000000000,0,,,,,860.00000000,790.00000000,-480.00000000,0,Mass,,,,,6900.00000000,1000.00000000,-1200.00000000
OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,1,Microlensing,,,,,3.4800000000,0.2200000000,-0.2200000000,0,,,,,206.58846455,13.98444991,-13.98444991,0,Mass,,,,,3500.00000000,200.00000000,-200.00000000
OGLE-2014-BLG-0221L b,OGLE-2014-BLG-0221L,1,Microlensing,,,,,3.7600000000,0.9600000000,-1.0700000000,0,,,,,1382.55357045,524.41687155,-607.05225737,0,Mass,,,,,3680.00000000,1130.00000000,-1160.00000000
OGLE-2014-BLG-0319L b,OGLE-2014-BLG-0319L,1,Microlensing,,,,,3.4900000000,1.1700000000,-1.1200000000,0,,,,,181.16219199,114.41822652,-98.52680617,0,Mass,,,,,7730.00000000,1140.00000000,-2840.00000000
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,1,Microlensing,,,,,4.5300000000,1.4900000000,-2.5000000000,0,,,,,1169.60853776,219.30160083,-457.67290608,0,Mass,,,,,2670.00000000,770.00000000,-1410.00000000
OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,1,Microlensing,,,,,1.5000000000,0.6000000000,-0.6000000000,0,,,,,55.30000000,51.30000000,-33.10000000,0,Mass,,,,,6400.00000000,1280.00000000,-1870.00000000
OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,1,Microlensing,,,,,1.7000000000,0.7000000000,-0.6000000000,0,,,,,83.70000000,86.40000000,-51.20000000,0,Mass,,,,,6400.00000000,1280.00000000,-1870.00000000
OGLE-2014-BLG-1760L b,OGLE-2014-BLG-1760L,1,Microlensing,,,,,1.7500000000,0.3400000000,-0.3300000000,0,,,,,180.00000000,110.00000000,-83.00000000,0,Mass,,,,,6860.00000000,1110.00000000,-1110.00000000
OGLE-2015-BLG-0051L b,OGLE-2015-BLG-0051L,1,Microlensing,,,,,0.7300000000,0.0800000000,-0.0800000000,0,,,,,230.00000000,210.00000000,-20.00000000,0,Mass,,,,,8200.00000000,900.00000000,-900.00000000
OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,1,Microlensing,,,,,1.6000000000,1.3000000000,-0.7000000000,0,,,,,1100.00000000,1200.00000000,-510.00000000,0,Mass,,,,,1200.00000000,1100.00000000,-500.00000000
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,1,Microlensing,,,,,2.7000000000,,,0,,,,,21.00000000,2.00000000,-2.00000000,0,Mass,,,,,3300.00000000,,
OGLE-2015-BLG-1649L b,OGLE-2015-BLG-1649L,1,Microlensing,,,,,2.0700000000,0.6500000000,-0.7700000000,0,,,,,807.00000000,470.00000000,-442.00000000,0,Mass,,,,,4230.00000000,1510.00000000,-1640.00000000
OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,1,Microlensing,,,,,2.6200000000,0.5800000000,-0.6000000000,0,,,,,17.90000000,9.60000000,-8.80000000,0,Mass,,,,,6700.00000000,1000.00000000,-1300.00000000
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,1,Microlensing,,,,,0.8500000000,0.1600000000,-0.1600000000,0,,,,,138.00000000,214.00000000,-80.00000000,0,Mass,,,,,7070.00000000,1000.00000000,-1090.00000000
OGLE-2016-BLG-0007L b,OGLE-2016-BLG-0007L,1,Microlensing,14200.00000000000,7700.00000000000,-3300.00000000000,0,10.1000000000,3.8000000000,-3.4000000000,0,,,,,1.32000000,0.91000000,-0.67000000,0,Mass,,,,,4300.00000000,1100.00000000,-1400.00000000
OGLE-2016-BLG-0263L b,OGLE-2016-BLG-0263L,1,Microlensing,,,,,5.4000000000,1.1000000000,-1.6000000000,0,,,,,1300.00000000,2100.00000000,-790.00000000,0,Mass,,,,,6500.00000000,1300.00000000,-1900.00000000
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,1,Microlensing,,,,,6.4000000000,2.5100000000,-2.6300000000,0,,,,,1330.00000000,1010.00000000,-772.00000000,0,Mass,,,,,3410.00000000,1340.00000000,-1420.00000000
OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,1,Microlensing,,,,,1.7000000000,0.3800000000,-0.3900000000,0,,,,,140.00000000,67.00000000,-54.00000000,0,Mass,,,,,3730.00000000,660.00000000,-670.00000000
OGLE-2016-BLG-1093L b,OGLE-2016-BLG-1093L,1,Microlensing,,,,,2.1300000000,0.3300000000,-0.3300000000,0,,,,,225.65816897,38.13940884,-38.13940884,0,Mass,,,,,8120.00000000,690.00000000,-690.00000000
OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,1,Microlensing,1220.00000000000,1900.00000000000,-300.00000000000,0,2.1700000000,1.8700000000,-0.3800000000,0,,,,,4253.00000000,280.00000000,-260.00000000,0,Mass,0.420000,0.130000,-0.230000,0,6770.00000000,80.00000000,-90.00000000
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,1,Microlensing,,,,,1.1600000000,0.1600000000,-0.1300000000,0,,,,,1.43000000,0.45000000,-0.32000000,0,Mass,,,,,3910.00000000,420.00000000,-460.00000000
OGLE-2016-BLG-1227L b,OGLE-2016-BLG-1227L,1,Microlensing,,,,,3.4000000000,2.1000000000,-1.0000000000,0,,,,,250.00000000,413.00000000,-120.00000000,0,Mass,,,,,,,
OGLE-2016-BLG-1598L b,OGLE-2016-BLG-1598L,1,Microlensing,,,,,2.5000000000,0.8800000000,-0.8800000000,0,,,,,120.77479466,95.34852210,-95.34852210,0,Mass,,,,,5910.00000000,1740.00000000,-1740.00000000
OGLE-2016-BLG-1800L b,OGLE-2016-BLG-1800L,1,Microlensing,,,,,1.8800000000,0.5100000000,-0.5100000000,0,,,,,823.17557413,464.02947422,-464.02947422,0,Mass,,,,,6480.00000000,1030.00000000,-1030.00000000
OGLE-2017-BLG-0173L b,OGLE-2017-BLG-0173L,1,Microlensing,,,,,3.9130000000,1.6150000000,-1.6490000000,0,,,,,3.26900000,3.84900000,-2.01500000,0,Mass,,,,,4705.00000000,1468.00000000,-1763.00000000
OGLE-2017-BLG-0364L b,OGLE-2017-BLG-0364L,1,Microlensing,,,,,3.7900000000,0.7600000000,-0.8900000000,0,,,,,75.80000000,54.50000000,-42.90000000,0,Mass,,,,,7860.00000000,1080.00000000,-1990.00000000
OGLE-2017-BLG-0373L b,OGLE-2017-BLG-0373L,1,Microlensing,,,,,2.4240000000,0.7570000000,-0.7830000000,0,,,,,127.00000000,202.00000000,-82.00000000,0,Mass,,,,,5915.00000000,1123.00000000,-1478.00000000
OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,1,Microlensing,,,,,3.5000000000,0.3000000000,-0.3000000000,0,,,,,130.00000000,20.00000000,-20.00000000,0,Mass,,,,,5200.00000000,500.00000000,-500.00000000
OGLE-2017-BLG-0448L b,OGLE-2017-BLG-0448L,1,Microlensing,,,,,5.7500000000,2.3900000000,-2.0000000000,0,,,,,15.60000000,13.80000000,-9.30000000,0,Mass,,,,,7530.00000000,870.00000000,-1540.00000000
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,1,Microlensing,,,,,1.8000000000,0.6000000000,-0.7000000000,0,,,,,9.00000000,9.00000000,-4.50000000,0,Mass,,,,,5800.00000000,1800.00000000,-2100.00000000
OGLE-2017-BLG-0604L b,OGLE-2017-BLG-0604L,1,Microlensing,,,,,4.0600000000,1.9100000000,-1.3400000000,0,,,,,160.00000000,67.00000000,-67.00000000,0,Mass,,,,,3950.00000000,1870.00000000,-1310.00000000
OGLE-2017-BLG-0640L b,OGLE-2017-BLG-0640L,1,Microlensing,,,,,1.1400000000,0.3800000000,-0.3800000000,0,,,,,514.88201934,521.23858748,-298.75870258,0,Mass,,,,,6630.00000000,1090.00000000,-1450.00000000
OGLE-2017-BLG-1049L b,OGLE-2017-BLG-1049L,1,Microlensing,,,,,3.9200000000,1.1000000000,-1.3200000000,0,,,,,1760.00000000,1150.00000000,-912.00000000,0,Mass,,,,,5670.00000000,1110.00000000,-1520.00000000
OGLE-2017-BLG-1099L b,OGLE-2017-BLG-1099L,1,Microlensing,,,,,2.7300000000,0.4000000000,-0.5300000000,0,,,,,959.84178914,772.32302901,-575.26941667,0,Mass,,,,,7250.00000000,1060.00000000,-1400.00000000
OGLE-2017-BLG-1140L b,OGLE-2017-BLG-1140L,1,Microlensing,,,,,1.0200000000,0.1500000000,-0.1500000000,0,,,,,505.00000000,110.00000000,-83.00000000,0,Mass,,,,,,,
OGLE-2017-BLG-1237L b,OGLE-2017-BLG-1237L,1,Microlensing,,,,,2.5300000000,0.5000000000,-0.6400000000,0,,,,,1207.74794660,791.39273343,-632.47852993,0,Mass,,,,,6030.00000000,940.00000000,-1530.00000000
OGLE-2017-BLG-1275L b,OGLE-2017-BLG-1275L,1,Microlensing,,,,,2.0900000000,0.6300000000,-0.6300000000,0,,,,,1875.18760130,699.22249540,-699.22249540,0,Mass,,,,,7690.00000000,900.00000000,-900.00000000
OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,1,Microlensing,,,,,3.0400000000,1.1600000000,-0.7500000000,0,,,,,3585.00000000,2770.00000000,-1070.00000000,0,Mass,,,,,3930.00000000,1490.00000000,-910.00000000
OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,1,Microlensing,,,,,1.1800000000,0.1000000000,-0.1000000000,0,,,,,4.43000000,0.25000000,-0.25000000,0,Mass,,,,,860.00000000,50.00000000,-50.00000000
OGLE-2017-BLG-1522L b,OGLE-2017-BLG-1522L,1,Microlensing,,,,,0.5900000000,0.1200000000,-0.1100000000,0,,,,,240.00000000,400.00000000,-130.00000000,0,Mass,,,,,7490.00000000,910.00000000,-880.00000000
OGLE-2017-BLG-1691L b,OGLE-2017-BLG-1691L,1,Microlensing,,,,,2.4100000000,0.3400000000,-0.4400000000,0,,,,,14.62010672,11.75965106,-7.94571018,0,Mass,,,,,7290.00000000,1010.00000000,-1330.00000000
OGLE-2017-BLG-1806L b,OGLE-2017-BLG-1806L,1,Microlensing,,,,,1.7500000000,0.4600000000,-0.4700000000,0,,,,,5.27000000,4.71000000,-2.72000000,0,Mass,,,,,6400.00000000,770.00000000,-1510.00000000
OGLE-2018-BLG-0298L b,OGLE-2018-BLG-0298L,1,Microlensing,,,,,2.8600000000,0.7300000000,-0.8000000000,0,,,,,44.49597698,22.24798849,-19.06970442,0,Mass,,,,,6540.00000000,950.00000000,-1230.00000000
OGLE-2018-BLG-0383L b,OGLE-2018-BLG-0383L,1,Microlensing,,,,,1.8000000000,0.2000000000,-0.2000000000,0,,,,,6.40000000,5.50000000,-2.80000000,0,Mass,,,,,7700.00000000,600.00000000,-600.00000000
OGLE-2018-BLG-0506L b,OGLE-2018-BLG-0506L,1,Microlensing,,,,,3.0000000000,0.7000000000,-0.8000000000,0,,,,,16.30000000,12.00000000,-8.50000000,0,Mass,,,,,5600.00000000,1400.00000000,-1600.00000000
