# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Jun  7 09:08:16 2025
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and pl_orbperstr < 1
# CONSTRAINT:  and pl_radestr not null
# CONSTRAINT:  and st_teffstr not null
# CONSTRAINT:  and st_radstr not null)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_jmag:        J (2MASS) Magnitude
# COLUMN sy_jmagerr1:    J (2MASS) Magnitude Upper Unc
# COLUMN sy_jmagerr2:    J (2MASS) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,default_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
TOI-6008 b,TOI-6008,1,0.85743470000,0.00004240000,-0.00004240000,0,0.0107770000,0.0001620000,-0.0001620000,0,1.03000000,0.05000000,-0.05000000,0,4.00000000,,,1,,,,,41.5000,4.5000,-4.5000,0,707.00,19.00,-19.00,0,M5.0,3075.00,75.00,-75.00,0,0.242000,0.013000,-0.013000,0,0.230000,0.011000,-0.011000,0,0.3000,,,1,5.010000,0.020000,-0.020000,0,23.10080000,0.02930000,-0.02910000,15.9700000,0.2000000,-0.2000000,10.4160000,0.0240000,-0.0240000,9.5410000,0.0180000,-0.0180000,13.7122000,0.0005500,-0.0005500
LHS 1678 b,LHS 1678,1,0.86023250000,0.00000130000,-0.00000110000,0,0.0123900000,0.0005600000,-0.0005700000,0,0.68500000,0.03700000,-0.03500000,0,,,,,0.033000,0.035000,-0.023000,0,94.3000,9.1000,-8.1000,0,,,,,M2.0 V,3490.00,50.00,-50.00,0,0.329000,0.010000,-0.010000,0,0.345000,0.014000,-0.014000,0,,,,,,,,,19.87820000,0.00940000,-0.00940000,12.6000000,0.2000000,-0.2000000,9.0200010,0.0320000,-0.0320000,8.2640000,0.0290000,-0.0290000,11.5403000,0.0005090,-0.0005090
Kepler-1320 b,Kepler-1320,1,0.86838652800,0.00000116100,-0.00000116100,0,,,,,1.70000000,0.07000000,-0.11000000,0,,,,,,,,,,,,,,,,,,4817.00,51.95,-67.43,0,0.740000,0.028000,-0.025000,0,0.800000,0.030000,-0.036000,0,0.1000,0.1540,-0.1670,0,4.600000,0.015000,-0.037000,0,647.42400000,15.26800000,-14.59200000,15.9360000,0.1030000,-0.1030000,14.2310000,0.0290000,-0.0290000,13.6580000,0.0490000,-0.0490000,15.9045000,0.0007760,-0.0007760
EPIC 201595106 b,EPIC 201595106,1,0.87724000000,0.00004000000,-0.00004000000,0,0.0177000000,0.0003000000,-0.0003000000,0,1.56500000,0.07900000,-0.07900000,0,7.67000000,0.75000000,-0.75000000,0,0.000000,,,0,2852.0000,107.0000,-107.0000,0,2038.00,39.00,-39.00,0,,5679.00,60.00,-39.00,0,0.980000,0.025000,-0.025000,0,0.958000,0.048000,-0.048000,0,0.0100,0.1000,-0.1000,0,4.435000,0.035000,-0.035000,0,232.10000000,2.70600000,-2.64600000,11.7460000,0.0690000,-0.0690000,10.5880000,0.0190000,-0.0190000,10.2180000,0.0210000,-0.0210000,11.6477000,0.0002450,-0.0002450
Kepler-1379 b,Kepler-1379,1,0.88184114600,0.00000312800,-0.00000312800,0,,,,,1.30000000,0.12000000,-0.09000000,0,,,,,,,,,,,,,,,,,,5188.00,78.92,-114.14,0,0.790000,0.052000,-0.051000,0,0.830000,0.045000,-0.048000,0,-0.0400,0.1650,-0.1830,0,4.570000,0.035000,-0.061000,0,971.32500000,43.88250000,-43.88250000,16.1070000,0.3200000,-0.3200000,14.4060000,0.0280000,-0.0280000,13.8000000,0.0530000,-0.0530000,15.8526000,0.0007010,-0.0007010
NGTS-6 b,NGTS-6,1,0.88205900000,0.00000080000,-0.00000080000,0,0.0167700000,0.0003200000,-0.0003200000,0,14.86313400,1.08727300,-1.25540800,0,425.57437000,8.89924000,-8.89924000,0,0.000000,,,0,,,,,1283.90,12.49,-12.14,0,,4730.00,44.00,-40.00,0,0.754000,0.013000,-0.013000,0,0.767000,0.025000,-0.025000,0,0.1100,0.0900,-0.0900,0,4.700000,1.100000,-0.700000,0,308.26200000,1.41800000,-1.40700000,14.2370000,0.1260000,-0.1260000,12.2220000,0.0330000,-0.0330000,11.6500000,0.0320000,-0.0320000,13.8175000,0.0005770,-0.0005770
TOI-3261 b,TOI-3261,1,0.88313310000,0.00000100000,-0.00000100000,0,0.0171400000,0.0001300000,-0.0002000000,0,3.82000000,0.42000000,-0.35000000,0,30.30000000,2.20000000,-2.40000000,0,0.000000,,,0,1466.0000,92.0000,-60.0000,0,1722.00,26.00,-18.00,0,K1.5+/-1,5068.00,61.00,-42.00,0,0.849000,0.024000,-0.017000,0,0.861000,0.020000,-0.030000,0,0.1380,0.0480,-0.0370,0,4.190000,0.123000,-0.123000,0,300.14100000,1.08200000,-1.07400000,13.2610000,0.1140000,-0.1140000,11.6640000,0.0220000,-0.0220000,11.1840000,0.0250000,-0.0250000,13.0582000,0.0003290,-0.0003290
Kepler-732 c,Kepler-732,1,0.89304123600,0.00000046100,-0.00000046100,0,,,,,1.27000000,0.07000000,-0.10000000,0,,,,,,,,,,,,,,,,,,3631.00,35.05,-37.03,0,0.460000,0.025000,-0.034000,0,0.490000,0.025000,-0.034000,0,-0.0100,0.0860,-0.0860,0,4.790000,0.035000,-0.025000,0,174.82600000,0.85900000,-0.85000000,16.5300000,0.2000000,-0.2000000,12.5960000,0.0250000,-0.0250000,11.7210000,0.0180000,-0.0180000,15.0519000,0.0005420,-0.0005420
Kepler-653 c,Kepler-653,1,0.90037647600,0.00000363300,-0.00000363300,0,,,,,0.78000000,0.13000000,-0.12000000,0,,,,,,,,,,,,,,,,,,5665.00,54.97,-60.88,0,1.190000,0.173000,-0.160000,0,1.020000,0.048000,-0.038000,0,0.2300,0.0770,-0.0780,0,4.290000,0.124000,-0.109000,0,595.63400000,4.56600000,-4.49700000,13.4980000,0.1140000,-0.1140000,12.1940000,0.0210000,-0.0210000,11.7930000,0.0110000,-0.0110000,13.3461000,0.0002330,-0.0002330
EPIC 206024342 c,EPIC 206024342,1,0.91172400000,0.00007600000,-0.00007600000,0,,,,,1.40000000,0.50000000,-0.50000000,0,,,,,,,,,,,,,,,,,,5724.00,72.00,-72.00,0,1.100000,0.360000,-0.360000,0,,,,,-0.2200,0.0600,-0.0600,0,4.500000,0.100000,-0.100000,0,369.88800000,4.99000000,-4.86000000,13.0960000,0.0800000,-0.0800000,11.8460000,0.0220000,-0.0220000,11.4870000,0.0230000,-0.0230000,12.9682000,0.0003840,-0.0003840
Kepler-1351 b,Kepler-1351,1,0.91614076800,0.00000191900,-0.00000191900,0,,,,,0.65000000,0.05000000,-0.04000000,0,,,,,,,,,,,,,,,,,,4439.00,82.58,-77.72,0,0.670000,0.026000,-0.036000,0,0.700000,0.031000,-0.043000,0,-0.0300,0.1560,-0.1610,0,4.640000,0.022000,-0.025000,0,202.78200000,0.69500000,-0.69500000,14.3280000,0.1030000,-0.1030000,12.2250000,0.0210000,-0.0210000,11.4700000,0.0140000,-0.0140000,14.0866000,0.0002630,-0.0002630
Kepler-963 c,Kepler-963,1,0.91978300000,0.00000300000,-0.00000300000,0,,,,,0.60000000,0.20000000,-0.20000000,0,,,,,,,,,,,,,,,,,G,5169.47,,,0,0.928000,0.239000,-0.147000,0,0.821000,0.120000,-0.065000,0,,,,,,,,,771.49400000,12.80100000,-12.39700000,15.0910000,0.1260000,-0.1260000,13.6520000,0.0250000,-0.0250000,13.1580000,0.0350000,-0.0350000,14.9116000,0.0004190,-0.0004190
Kepler-929 b,Kepler-929,1,0.92103213500,0.00000315100,-0.00000315100,0,,,,,1.11000000,0.27000000,-0.15000000,0,,,,,,,,,,,,,,,,,,5869.00,290.44,-266.47,0,1.020000,0.245000,-0.135000,0,1.010000,0.124000,-0.089000,0,-0.0400,0.1400,-0.1830,0,4.420000,0.091000,-0.149000,0,1311.23000000,35.40000000,-33.62000000,14.7380000,0.1830000,-0.1830000,13.2710000,0.0240000,-0.0240000,12.8490000,0.0240000,-0.0240000,14.5038000,0.0002490,-0.0002490
WASP-103 b,WASP-103,1,0.92554200000,0.00001900000,-0.00001900000,0,0.0198500000,0.0002100000,-0.0002100000,0,17.12700000,0.81800000,-0.52700000,0,473.54700000,27.96800000,-27.96800000,0,,,,,,,,,2508.00,75.00,-70.00,0,F8 V,6110.00,160.00,-160.00,0,1.436000,0.052000,-0.031000,0,1.220000,0.039000,-0.036000,0,0.0600,0.1300,-0.1300,0,4.220000,0.120000,-0.050000,0,375.64700000,,,12.4020000,0.0570000,-0.0570000,11.1000000,0.0260000,-0.0260000,10.7670000,0.0200000,-0.0200000,12.1931000,0.0004280,-0.0004280
HD 20329 b,HD 20329,1,0.92611800000,0.00005000000,-0.00004300000,0,0.0180000000,0.0003000000,-0.0003000000,0,1.72000000,0.07000000,-0.07000000,0,7.42000000,1.09000000,-1.09000000,0,0.000000,,,0,3474.0000,124.0000,-124.0000,0,2141.00,27.00,-27.00,0,,5596.00,50.00,-50.00,0,1.130000,0.020000,-0.020000,0,0.900000,0.050000,-0.050000,0,-0.0700,0.0600,-0.0600,0,4.400000,0.070000,-0.070000,0,63.67960000,0.28630000,-0.28380000,8.7600000,0.0120000,-0.0120000,7.4920000,0.0210000,-0.0210000,7.1160000,0.0240000,-0.0240000,8.5908900,0.0002720,-0.0002720
GJ 806 b,GJ 806,1,0.92632370000,0.00000090000,-0.00000090000,0,0.0140600000,0.0003000000,-0.0003000000,0,1.33100000,0.02300000,-0.02300000,0,1.90000000,0.17000000,-0.17000000,0,,,,,130.0000,6.0000,-6.0000,0,940.00,10.00,-10.00,0,M1.5 V,3600.00,16.00,-16.00,0,0.414400,0.003800,-0.003800,0,0.413000,0.011000,-0.011000,0,-0.2800,0.0700,-0.0700,0,4.980000,0.120000,-0.120000,0,12.04450000,0.00435000,-0.00435000,10.7900000,0.1000000,-0.1000000,7.3290000,0.0180000,-0.0180000,6.5330000,0.0160000,-0.0160000,9.8246100,0.0007590,-0.0007590
Kepler-845 b,Kepler-845,1,0.92785982100,0.00000054900,-0.00000054900,0,,,,,2.04000000,0.09000000,-0.29000000,0,,,,,,,,,,,,,,,,,,4913.00,57.49,-57.47,0,0.750000,0.029000,-0.032000,0,0.790000,0.033000,-0.039000,0,0.0100,0.1460,-0.1590,0,4.590000,0.021000,-0.040000,0,431.05100000,3.27500000,-3.27500000,14.9030000,0.0690000,-0.0690000,13.0940000,0.0240000,-0.0240000,12.5150000,0.0290000,-0.0290000,14.6386000,0.0002990,-0.0002990
Kepler-787 b,Kepler-787,1,0.92831049800,0.00000219700,-0.00000219700,0,,,,,1.28000000,0.06000000,-0.07000000,0,,,,,,,,,,,,,,,,,,4248.00,40.90,-33.57,0,0.620000,0.020000,-0.019000,0,0.650000,0.028000,-0.023000,0,-0.0900,0.1050,-0.0810,0,4.670000,0.014000,-0.013000,0,503.56800000,9.24350000,-9.24350000,16.6960000,1.1330000,-1.1330000,13.9370000,0.0260000,-0.0260000,13.1050000,0.0330000,-0.0330000,15.8612000,0.0006000,-0.0006000
Kepler-1323 b,Kepler-1323,1,0.92990667800,0.00000074600,-0.00000074600,0,,,,,1.52000000,0.33000000,-0.24000000,0,,,,,,,,,,,,,,,,,,6169.00,74.24,-59.83,0,1.400000,0.304000,-0.215000,0,1.180000,0.111000,-0.064000,0,0.0200,0.0820,-0.0880,0,4.210000,0.135000,-0.131000,0,465.41700000,4.87900000,-4.78000000,12.4440000,0.0690000,-0.0690000,11.3870000,0.0210000,-0.0210000,11.1220000,0.0180000,-0.0180000,12.3440000,0.0001880,-0.0001880
Kepler-1039 b,Kepler-1039,1,0.93488424200,0.00000087500,-0.00000087500,0,,,,,1.46000000,0.09000000,-0.22000000,0,,,,,,,,,,,,,,,,,,4870.00,194.18,-173.27,0,0.740000,0.045000,-0.039000,0,0.790000,0.046000,-0.043000,0,0.0100,0.1500,-0.1640,0,4.600000,0.027000,-0.042000,0,306.91000000,1.94500000,-1.92100000,14.4380000,0.0690000,-0.0690000,12.4240000,0.0230000,-0.0230000,11.7530000,0.0190000,-0.0190000,14.0958000,0.0003000,-0.0003000
Kepler-1338 b,Kepler-1338,1,0.93511805700,0.00000276000,-0.00000276000,0,,,,,0.92000000,0.19000000,-0.10000000,0,,,,,,,,,,,,,,,,,,5909.00,114.45,-138.71,0,1.050000,0.215000,-0.108000,0,1.040000,0.077000,-0.068000,0,0.0000,0.1550,-0.1770,0,4.410000,0.078000,-0.149000,0,753.26000000,10.89000000,-10.58900000,13.6990000,0.0920000,-0.0920000,12.4960000,0.0210000,-0.0210000,12.1060000,0.0210000,-0.0210000,13.5742000,0.0002300,-0.0002300
Kepler-922 b,Kepler-922,1,0.93846683200,0.00000095400,-0.00000095400,0,,,,,1.42000000,0.18000000,-0.11000000,0,,,,,,,,,,,,,,,,,,5671.00,64.06,-65.37,0,0.930000,0.113000,-0.072000,0,0.950000,0.046000,-0.054000,0,-0.0500,0.1520,-0.1790,0,4.480000,0.055000,-0.110000,0,536.32300000,3.85750000,-3.85750000,13.8630000,0.1260000,-0.1260000,12.6130000,0.0240000,-0.0240000,12.1880000,0.0240000,-0.0240000,13.7450000,0.0002060,-0.0002060
Kepler-1523 b,Kepler-1523,1,0.93875077000,0.00000116300,-0.00000116300,0,,,,,1.58000000,0.27000000,-0.15000000,0,,,,,,,,,,,,,,,,,,5708.00,150.00,-158.59,0,0.960000,0.161000,-0.089000,0,0.970000,0.070000,-0.062000,0,0.0000,0.1420,-0.1740,0,4.460000,0.065000,-0.131000,0,865.59600000,17.89100000,-17.89100000,14.9930000,0.1030000,-0.1030000,13.6550000,0.0240000,-0.0240000,13.1820000,0.0290000,-0.0290000,14.8369000,0.0003230,-0.0003230
WASP-18 b,WASP-18,1,0.94145223000,0.00000024000,-0.00000024000,0,0.0202400000,0.0002900000,-0.0003100000,0,13.89913607,0.88550948,-0.88550948,0,3241.84975140,111.23994245,-111.23994245,0,0.005100,0.007000,-0.003700,0,5805.0000,808.0000,-639.0000,0,2429.00,77.00,-70.00,0,,6432.00,48.00,-48.00,0,1.319000,0.061000,-0.062000,0,1.294000,0.063000,-0.061000,0,0.1070,0.0800,-0.0800,0,4.310000,0.036000,-0.033000,0,123.48300000,0.37100000,-0.36900000,9.2800000,0.0300000,-0.0300000,8.4090000,0.0180000,-0.0180000,8.1310000,0.0270000,-0.0270000,9.1661700,0.0002360,-0.0002360
KOI-4978 b,KOI-4978,1,0.94196700000,0.00000300000,-0.00000300000,0,,,,,0.70000000,0.10000000,-0.10000000,0,,,,,,,,,,,,,,,,,G,5050.28,,,0,0.966000,0.385000,-0.133000,0,0.859000,0.126000,-0.065000,0,,,,,,,,,936.34100000,26.08300000,-24.72900000,15.6330000,0.1500000,-0.1500000,13.9900000,,,13.5070000,,,15.2477000,0.0004240,-0.0004240
TOI-1937 A b,TOI-1937 A,1,0.94667944000,0.00000047000,-0.00000047000,0,0.0193200000,0.0003500000,-0.0003900000,0,13.97759893,0.66132986,-0.69495680,0,638.83509807,54.03082919,-50.85254512,0,0.000000,,,0,3230.0000,220.0000,-213.0000,0,2097.00,35.00,-36.00,0,,5814.00,91.00,-93.00,0,1.080000,0.025000,-0.024000,0,1.072000,0.059000,-0.064000,0,0.1960,0.0840,-0.0840,0,4.401000,0.026000,-0.029000,0,415.13500000,2.92900000,-2.88900000,13.1800000,0.1030000,-0.1030000,11.7170000,0.0290000,-0.0290000,11.2260000,0.0210000,-0.0210000,13.0168000,0.0007410,-0.0007410
LP 791-18 b,LP 791-18,1,0.94799810000,0.00000210000,-0.00000210000,0,0.0097800000,0.0001200000,-0.0001200000,0,1.21200000,0.05900000,-0.05800000,0,,,,,,,,,24.1400,0.6100,-0.5700,0,564.30,3.50,-3.40,0,M(6.1 +/- 0.7) V,2960.00,55.00,-55.00,0,0.182000,0.007000,-0.007000,0,0.139000,0.005000,-0.005000,0,-0.0900,0.1900,-0.1900,0,5.115000,0.094000,-0.094000,0,26.49270000,0.06400000,-0.06380000,16.9100000,0.2000000,-0.2000000,11.5590000,0.0240000,-0.0240000,10.6440000,0.0230000,-0.0230000,15.0715000,0.0013240,-0.0013240
HD 3167 b,HD 3167,1,0.95964100000,0.00001100000,-0.00001100000,0,0.0179600000,0.0003700000,-0.0003100000,0,1.67000000,0.17000000,-0.10000000,0,4.97000000,0.24000000,-0.23000000,0,0.000000,,,0,1650.0000,110.0000,-110.0000,0,1774.00,29.00,-29.00,0,,5261.00,60.00,-60.00,0,0.880000,0.012000,-0.013000,0,0.837000,0.053000,-0.043000,0,0.0400,0.0500,-0.0500,0,,,,,47.28990000,0.14850000,-0.14750000,8.9700000,0.0300000,-0.0300000,7.5480000,0.0320000,-0.0320000,7.0660000,0.0200000,-0.0200000,8.7622100,0.0002650,-0.0002650
K2-147 b,K2-147,1,0.96193900000,0.00002900000,-0.00002900000,0,0.0157500000,0.0002600000,-0.0002700000,0,1.47286006,0.11096891,-0.09863903,0,,,,,0.380000,0.260000,-0.220000,0,,,,,1077.00,93.00,-92.00,0,,3690.00,300.00,-300.00,0,0.578000,0.028000,-0.028000,0,0.563000,0.028000,-0.028000,0,-0.0200,0.9600,-1.0000,0,4.665000,0.048000,-0.048000,0,90.54940000,0.27670000,-0.27500000,14.0440000,0.0380000,-0.0380000,10.8350000,0.0220000,-0.0220000,9.9970000,0.0210000,-0.0210000,13.1913000,0.0005370,-0.0005370
Kepler-1322 b,Kepler-1322,1,0.96286738200,0.00000203800,-0.00000203800,0,,,,,1.61000000,0.20000000,-0.13000000,0,,,,,,,,,,,,,,,,,,5488.00,151.55,-103.39,0,0.870000,0.106000,-0.066000,0,0.900000,0.052000,-0.056000,0,-0.0700,0.1510,-0.1840,0,4.520000,0.048000,-0.106000,0,1350.32000000,70.33000000,-63.80000000,15.8760000,0.2290000,-0.2290000,14.5720000,0.0340000,-0.0340000,14.0680000,0.0790000,-0.0790000,15.7753000,0.0005930,-0.0005930
Kepler-1264 b,Kepler-1264,1,0.96852602300,0.00000233300,-0.00000233300,0,,,,,1.18000000,0.22000000,-0.12000000,0,,,,,,,,,,,,,,,,,,5791.00,109.18,-145.15,0,0.980000,0.182000,-0.091000,0,0.990000,0.060000,-0.064000,0,-0.0200,0.1390,-0.1800,0,4.450000,0.065000,-0.143000,0,801.99300000,26.16300000,-24.58800000,14.6290000,0.0800000,-0.0800000,13.3050000,0.0210000,-0.0210000,12.9010000,0.0260000,-0.0260000,14.4788000,0.0003220,-0.0003220
Kepler-1427 b,Kepler-1427,1,0.96897237600,0.00000677100,-0.00000677100,0,,,,,1.10000000,0.24000000,-0.12000000,0,,,,,,,,,,,,,,,,,,5793.00,120.55,-179.64,0,1.010000,0.202000,-0.101000,0,1.010000,0.065000,-0.066000,0,0.0600,0.1390,-0.1570,0,4.440000,0.072000,-0.152000,0,,,,15.6010000,0.1600000,-0.1600000,14.1470000,0.0240000,-0.0240000,13.7110000,0.0430000,-0.0430000,15.4816000,0.0030410,-0.0030410
KELT-16 b,KELT-16,1,0.96899510000,0.00000240000,-0.00000240000,0,0.0204400000,0.0002400000,-0.0002600000,0,15.86073500,0.94155600,-0.75100300,0,874.03250000,50.85280000,-47.67450000,0,0.000000,,,0,,,,,2453.00,55.00,-47.00,0,F7 V,6236.00,54.00,-54.00,0,1.360000,0.064000,-0.053000,0,1.211000,0.043000,-0.046000,0,-0.0020,0.0860,-0.0850,0,4.253000,0.031000,-0.036000,0,444.58600000,5.57400000,-5.44100000,11.7170000,0.0170000,-0.0170000,10.9280000,0.0230000,-0.0230000,10.6420000,0.0160000,-0.0160000,11.7959000,0.0003590,-0.0003590
Kepler-1559 b,Kepler-1559,1,0.97191542800,0.00000378900,-0.00000378900,0,,,,,0.72000000,0.07000000,-0.05000000,0,,,,,,,,,,,,,,,,,,5316.00,98.57,-97.87,0,0.820000,0.061000,-0.047000,0,0.860000,0.042000,-0.051000,0,-0.0400,0.1580,-0.1670,0,4.550000,0.034000,-0.076000,0,614.82700000,9.52200000,-9.52200000,14.5490000,0.0800000,-0.0800000,13.1550000,0.0230000,-0.0230000,12.6340000,0.0260000,-0.0260000,14.4880000,0.0002980,-0.0002980
Kepler-775 b,Kepler-775,1,0.97486892600,0.00000080000,-0.00000080000,0,,,,,1.19000000,0.04000000,-0.04000000,0,,,,,,,,,,,,,,,,,,5468.00,67.97,-70.49,0,0.840000,0.020000,-0.024000,0,0.920000,0.029000,-0.031000,0,-0.0400,0.1030,-0.1000,0,4.560000,0.012000,-0.011000,0,398.67600000,2.14300000,-2.12000000,13.5640000,0.0800000,-0.0800000,12.2130000,0.0220000,-0.0220000,11.7740000,0.0210000,-0.0210000,13.4673000,0.0001760,-0.0001760
HIP 65 A b,HIP 65 A,1,0.98097340000,0.00000310000,-0.00000310000,0,0.0178200000,0.0002000000,-0.0002100000,0,22.75427000,6.83749000,-5.49241000,0,1021.18779000,24.79074000,-24.79074000,0,0.000000,,,0,661.0000,28.0000,-29.0000,0,1411.00,15.00,-15.00,0,K4 V,4590.00,49.00,-49.00,0,0.724200,0.008100,-0.009100,0,0.781000,0.027000,-0.027000,0,0.1800,0.0800,-0.0800,0,4.611000,0.011000,-0.010000,0,61.78560000,0.08060000,-0.08040000,11.0000000,0.0300000,-0.0300000,8.9220000,0.0190000,-0.0190000,8.2900000,0.0250000,-0.0250000,10.5895000,0.0004460,-0.0004460
Kepler-1258 b,Kepler-1258,1,0.98494016700,0.00000318200,-0.00000318200,0,,,,,0.86000000,0.13000000,-0.08000000,0,,,,,,,,,,,,,,,,,,5839.00,79.16,-73.45,0,0.990000,0.146000,-0.084000,0,0.990000,0.052000,-0.060000,0,-0.0700,0.1450,-0.1820,0,4.450000,0.059000,-0.123000,0,717.55500000,8.78600000,-8.78600000,13.9290000,0.0800000,-0.0800000,12.7630000,0.0290000,-0.0290000,12.3820000,0.0260000,-0.0260000,13.7847000,0.0002200,-0.0002200
Kepler-80 f,Kepler-80,1,0.98678730000,0.00000006000,-0.00000006000,0,0.0175000000,0.0002000000,-0.0002000000,0,1.21000000,0.06000000,-0.05000000,0,,,,,,,,,,,,,,,,,K5,4540.00,100.00,-100.00,0,0.678000,0.023000,-0.023000,0,0.730000,0.030000,-0.030000,0,0.0400,0.0800,-0.0800,0,4.639000,0.012000,-0.012000,0,369.45100000,2.89450000,-2.89450000,15.2300000,0.1720000,-0.1720000,12.9540000,0.0230000,-0.0230000,12.2530000,0.0200000,-0.0200000,14.7555000,0.0004920,-0.0004920
