# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Feb 23 04:26:32 2025
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and pl_orbperstr < 1
# CONSTRAINT:  and pl_radestr not null
# CONSTRAINT:  and st_teffstr not null
# CONSTRAINT:  and st_radstr not null
# CONSTRAINT:  and sy_kmagstr not null)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_tmag:        TESS Magnitude
# COLUMN sy_tmagerr1:    TESS Magnitude Upper Unc
# COLUMN sy_tmagerr2:    TESS Magnitude Lower Unc
#
pl_name,hostname,default_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2
TOI-1937 A b,TOI-1937 A,1,0.94667944,0.00000047,-0.00000047,0,0.019320,0.000350,-0.000390,0,13.978,0.661,-0.695,0,638.83510,54.03083,-50.85255,0,0.000000,,,0,3230.00,220.00,-213.00,0,2097,35,-36,0,,5814.00,91.00,-93.00,0,1.08,0.03,-0.02,0,1.07,0.06,-0.06,0,0.196,0.084,-0.084,0,4.40,0.03,-0.03,0,415.1350000,2.9290000,-2.8890000,13.1800000,0.1030000,-0.1030000,11.2260000,0.0210000,-0.0210000,12.4933000,0.0061000,-0.0061000
LP 791-18 b,LP 791-18,1,0.94799810,0.00000210,-0.00000210,0,0.009780,0.000120,-0.000120,0,1.212,0.059,-0.058,0,,,,,,,,,24.14,0.61,-0.57,0,564,4,-3,0,M(6.1 +/- 0.7) V,2960.00,55.00,-55.00,0,0.18,0.01,-0.01,0,0.14,0.01,-0.01,0,-0.090,0.190,-0.190,0,5.12,0.09,-0.09,0,26.4927000,0.0640000,-0.0638000,16.9100000,0.2000000,-0.2000000,10.6440000,0.0230000,-0.0230000,13.5571000,0.0077321,-0.0077321
HD 3167 b,HD 3167,1,0.95964100,0.00001100,-0.00001100,0,0.017960,0.000370,-0.000310,0,1.670,0.170,-0.100,0,4.97000,0.24000,-0.23000,0,0.000000,,,0,1650.00,110.00,-110.00,0,1774,29,-29,0,,5261.00,60.00,-60.00,0,0.88,0.01,-0.01,0,0.84,0.05,-0.04,0,0.040,0.050,-0.050,0,,,,,47.2899000,0.1485000,-0.1475000,8.9700000,0.0300000,-0.0300000,7.0660000,0.0200000,-0.0200000,8.2491000,0.0060000,-0.0060000
K2-147 b,K2-147,1,0.96193900,0.00002900,-0.00002900,0,0.015750,0.000260,-0.000270,0,1.473,0.111,-0.099,0,,,,,0.380000,0.260000,-0.220000,0,,,,,1077,93,-92,0,,3690.00,300.00,-300.00,0,0.58,0.03,-0.03,0,0.56,0.03,-0.03,0,-0.020,0.960,-1.000,0,4.67,0.05,-0.05,0,90.5494000,0.2767000,-0.2750000,14.0440000,0.0380000,-0.0380000,9.9970000,0.0210000,-0.0210000,12.1427000,0.0073057,-0.0073057
Kepler-1322 b,Kepler-1322,1,0.96286738,0.00000204,-0.00000204,0,,,,,1.610,0.200,-0.130,0,,,,,,,,,,,,,,,,,,5488.00,151.55,-103.39,0,0.87,0.11,-0.07,0,0.90,0.05,-0.06,0,-0.070,0.151,-0.184,0,4.52,0.05,-0.11,0,1350.3200000,70.3300000,-63.8000000,15.8760000,0.2290000,-0.2290000,14.0680000,0.0790000,-0.0790000,15.2487000,0.0070000,-0.0070000
Kepler-1264 b,Kepler-1264,1,0.96852602,0.00000233,-0.00000233,0,,,,,1.180,0.220,-0.120,0,,,,,,,,,,,,,,,,,,5791.00,109.18,-145.15,0,0.98,0.18,-0.09,0,0.99,0.06,-0.06,0,-0.020,0.139,-0.180,0,4.45,0.07,-0.14,0,801.9930000,26.1630000,-24.5880000,14.6290000,0.0800000,-0.0800000,12.9010000,0.0260000,-0.0260000,14.0028000,0.0071000,-0.0071000
Kepler-1427 b,Kepler-1427,1,0.96897238,0.00000677,-0.00000677,0,,,,,1.100,0.240,-0.120,0,,,,,,,,,,,,,,,,,,5793.00,120.55,-179.64,0,1.01,0.20,-0.10,0,1.01,0.07,-0.07,0,0.060,0.139,-0.157,0,4.44,0.07,-0.15,0,,,,15.6010000,0.1600000,-0.1600000,13.7110000,0.0430000,-0.0430000,14.9556000,0.0068000,-0.0068000
KELT-16 b,KELT-16,1,0.96899510,0.00000240,-0.00000240,0,0.020440,0.000240,-0.000260,0,15.861,0.942,-0.751,0,874.03250,50.85280,-47.67450,0,0.000000,,,0,,,,,2453,55,-47,0,F7 V,6236.00,54.00,-54.00,0,1.36,0.06,-0.05,0,1.21,0.04,-0.05,0,-0.002,0.086,-0.085,0,4.25,0.03,-0.04,0,444.5860000,5.5740000,-5.4410000,11.7170000,0.0170000,-0.0170000,10.6420000,0.0160000,-0.0160000,11.4373000,0.0118000,-0.0118000
Kepler-1559 b,Kepler-1559,1,0.97191543,0.00000379,-0.00000379,0,,,,,0.720,0.070,-0.050,0,,,,,,,,,,,,,,,,,,5316.00,98.57,-97.87,0,0.82,0.06,-0.05,0,0.86,0.04,-0.05,0,-0.040,0.158,-0.167,0,4.55,0.03,-0.08,0,614.8270000,9.5220000,-9.5220000,14.5490000,0.0800000,-0.0800000,12.6340000,0.0260000,-0.0260000,13.9378000,0.0066000,-0.0066000
Kepler-775 b,Kepler-775,1,0.97486893,0.00000080,-0.00000080,0,,,,,1.190,0.040,-0.040,0,,,,,,,,,,,,,,,,,,5468.00,67.97,-70.49,0,0.84,0.02,-0.02,0,0.92,0.03,-0.03,0,-0.040,0.103,-0.100,0,4.56,0.01,-0.01,0,398.6760000,2.1430000,-2.1200000,13.5640000,0.0800000,-0.0800000,11.7740000,0.0210000,-0.0210000,12.9540000,0.0060000,-0.0060000
HIP 65 A b,HIP 65 A,1,0.98097340,0.00000310,-0.00000310,0,0.017820,0.000200,-0.000210,0,22.754,6.837,-5.492,0,1021.18779,24.79074,-24.79074,0,0.000000,,,0,661.00,28.00,-29.00,0,1411,15,-15,0,K4 V,4590.00,49.00,-49.00,0,0.72,0.01,-0.01,0,0.78,0.03,-0.03,0,0.180,0.080,-0.080,0,4.61,0.01,-0.01,0,61.7856000,0.0806000,-0.0804000,11.0000000,0.0300000,-0.0300000,8.2900000,0.0250000,-0.0250000,9.9005000,0.0060000,-0.0060000
Kepler-1258 b,Kepler-1258,1,0.98494017,0.00000318,-0.00000318,0,,,,,0.860,0.130,-0.080,0,,,,,,,,,,,,,,,,,,5839.00,79.16,-73.45,0,0.99,0.15,-0.08,0,0.99,0.05,-0.06,0,-0.070,0.145,-0.182,0,4.45,0.06,-0.12,0,717.5550000,8.7860000,-8.7860000,13.9290000,0.0800000,-0.0800000,12.3820000,0.0260000,-0.0260000,13.3575000,0.0070000,-0.0070000
Kepler-80 f,Kepler-80,1,0.98678730,0.00000006,-0.00000006,0,0.017500,0.000200,-0.000200,0,1.210,0.060,-0.050,0,,,,,,,,,,,,,,,,,K5,4540.00,100.00,-100.00,0,0.68,0.02,-0.02,0,0.73,0.03,-0.03,0,0.040,0.080,-0.080,0,4.64,0.01,-0.01,0,369.4510000,2.8945000,-2.8945000,15.2300000,0.1720000,-0.1720000,12.2530000,0.0200000,-0.0200000,14.0239000,0.0062000,-0.0062000
TOI-1634 b,TOI-1634,1,0.98934550,0.00000600,-0.00000600,0,,,,,1.773,0.077,-0.077,0,7.57000,0.71000,-0.72000,0,0.000000,,,0,,,,,,,,,,3472.00,70.00,-70.00,0,0.45,0.02,-0.02,0,0.45,0.01,-0.01,0,0.190,0.120,-0.120,0,4.79,0.03,-0.03,0,35.2736000,0.0527000,-0.0526000,13.2170000,0.0430000,-0.0430000,8.6000000,0.0140000,-0.0140000,11.0136000,0.0073056,-0.0073056
Kepler-1589 b,Kepler-1589,1,0.99166527,0.00000784,-0.00000784,0,,,,,1.090,0.440,-0.170,0,,,,,,,,,,,,,,,,,,6166.00,169.76,-232.41,0,1.25,0.50,-0.18,0,1.18,0.17,-0.11,0,0.080,0.149,-0.145,0,4.32,0.10,-0.23,0,1513.1400000,65.6300000,-60.4800000,15.0740000,0.1260000,-0.1260000,13.5440000,0.0470000,-0.0470000,14.5062000,0.0094000,-0.0094000
