# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Dec  6 02:54:57 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and pl_rade not null
# CONSTRAINT:  and pl_bmasse not null)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2
TOI-5398 b,TOI-5398,1,1,2,0,10.59054700,0.00001200,-0.00001100,0,0.098000,0.005000,-0.005000,0,10.300,0.400,-0.400,0,58.70000,5.70000,-5.60000,0,0.130000,,,1,G V,6000.00,75.00,-75.00,0,1.05,0.01,-0.01,0,1.15,0.01,-0.01,0,130.8550000,0.6860000,-0.6780000
TOI-5398 c,TOI-5398,1,1,2,0,4.77271000,0.00016000,-0.00014000,0,0.057000,0.003000,-0.003000,0,3.520,0.190,-0.190,0,11.80000,4.80000,-4.70000,0,0.140000,,,1,G V,6000.00,75.00,-75.00,0,1.05,0.01,-0.01,0,1.15,0.01,-0.01,0,130.8550000,0.6860000,-0.6780000
TOI-544 b,TOI-544,1,1,2,0,1.54835200,0.00000200,-0.00000200,0,0.022500,0.000200,-0.000200,0,2.018,0.076,-0.076,0,2.89000,0.48000,-0.48000,0,0.000000,,,0,,4169.00,70.00,-70.00,0,0.62,0.01,-0.01,0,0.63,0.02,-0.02,0,41.1166000,0.0736000,-0.0732000
TOI-5542 b,TOI-5542,1,1,1,0,75.12375000,0.00019000,-0.00018000,0,0.332000,0.016000,-0.016000,0,11.310,0.404,-0.392,0,419.53350,31.78284,-31.78284,0,0.018000,0.026000,-0.013000,0,G3 V,5700.00,80.00,-80.00,0,1.06,0.04,-0.04,0,0.89,0.06,-0.03,0,348.8490000,3.6780000,-3.6040000
TOI-558 b,TOI-558,1,1,1,0,14.57407100,0.00002600,-0.00002600,0,0.129100,0.002000,-0.002100,0,12.173,0.460,-0.426,0,1147.36055,47.67426,-47.67426,0,0.298000,0.022000,-0.020000,0,F V,6466.00,95.00,-93.00,0,1.50,0.04,-0.04,0,1.35,0.06,-0.07,0,402.6300000,3.8550000,-3.7840000
TOI-559 b,TOI-559,1,1,1,0,6.98390950,0.00000510,-0.00000510,0,0.072300,0.001300,-0.001300,0,12.229,0.314,-0.280,0,1910.14873,76.27882,-73.10053,0,0.151000,0.012000,-0.011000,0,G V,5925.00,85.00,-76.00,0,1.23,0.03,-0.03,0,1.03,0.06,-0.06,0,233.2660000,1.5420000,-1.5210000
TOI-561 b,TOI-561,1,1,4,0,0.44656880,0.00000070,-0.00000080,0,0.010600,0.000100,-0.000100,0,1.425,0.037,-0.037,0,2.00000,0.23000,-0.23000,0,0.000000,,,0,G9 V,5372.00,70.00,-70.00,0,0.84,0.01,-0.01,0,0.81,0.04,-0.04,0,85.7990000,0.4988000,-0.4932000
TOI-561 c,TOI-561,1,1,4,0,10.77883100,0.00003400,-0.00003600,0,0.088400,0.000900,-0.000900,0,2.910,0.040,-0.040,0,5.39000,0.69000,-0.68000,0,0.030000,0.035000,-0.021000,0,G9 V,5372.00,70.00,-70.00,0,0.84,0.01,-0.01,0,0.81,0.04,-0.04,0,85.7990000,0.4988000,-0.4932000
TOI-561 d,TOI-561,1,1,4,1,25.71240000,0.00010000,-0.00020000,0,0.158000,0.002000,-0.002000,0,2.820,0.070,-0.070,0,13.20000,1.00000,-0.90000,0,0.122000,0.054000,-0.048000,0,G9 V,5372.00,70.00,-70.00,0,0.84,0.01,-0.01,0,0.81,0.04,-0.04,0,85.7990000,0.4988000,-0.4932000
TOI-561 e,TOI-561,1,1,4,1,77.03000000,0.25000000,-0.24000000,0,0.328000,0.003000,-0.003000,0,2.550,0.120,-0.130,0,12.60000,1.40000,-1.40000,0,0.079000,0.058000,-0.050000,0,G9 V,5372.00,70.00,-70.00,0,0.84,0.01,-0.01,0,0.81,0.04,-0.04,0,85.7990000,0.4988000,-0.4932000
TOI-5616 b,TOI-5616,1,1,1,0,2.00284900,0.00000400,-0.00000400,0,0.027200,0.000300,-0.000300,0,10.780,0.540,-0.470,0,624.00000,,,1,0.000000,,,0,,3996.00,88.00,-88.00,0,0.65,0.02,-0.02,0,0.67,0.03,-0.03,0,390.4150000,5.8005000,-5.8005000
TOI-5634 A b,TOI-5634 A,1,2,1,0,2.20353730,0.00000840,-0.00000840,0,0.027200,0.000300,-0.000300,0,10.420,0.620,-0.550,0,588.00000,,,1,0.000000,,,0,,3896.00,88.00,-88.00,0,0.54,0.02,-0.02,0,0.56,0.02,-0.02,0,306.1440000,9.5660000,-9.5660000
TOI-564 b,TOI-564,1,1,1,0,1.65114400,0.00001800,-0.00001800,0,0.027340,0.000610,-0.000530,0,11.433,7.958,-3.251,0,464.98529,31.78300,-30.51168,0,0.072000,0.083000,-0.050000,0,,5640.00,34.00,-37.00,0,1.09,0.01,-0.01,0,1.00,0.07,-0.06,0,199.5810000,1.2700000,-1.2530000
TOI-5678 b,TOI-5678,1,1,1,0,47.73022000,0.00014000,-0.00013000,0,0.249000,0.005000,-0.005000,0,4.910,0.080,-0.080,0,20.00000,4.00000,-4.00000,0,0.140000,0.070000,-0.070000,0,G7 V,5485.00,63.00,-63.00,0,0.94,0.01,-0.01,0,0.91,0.04,-0.04,0,165.3930000,0.7030000,-0.6980000
TOI-5720 b,TOI-5720,1,1,1,0,1.43445550,0.00000360,-0.00000360,0,0.018288,0.000279,-0.000279,0,1.090,0.070,-0.070,0,4.30000,,,1,,,,,M3.5 +/- 1.0,3325.00,75.00,-75.00,0,0.38,0.02,-0.02,0,0.38,0.02,-0.02,0,35.8256000,0.1273000,-0.1264000
TOI-6008 b,TOI-6008,1,1,1,0,0.85743470,0.00004240,-0.00004240,0,0.010777,0.000162,-0.000162,0,1.030,0.050,-0.050,0,4.00000,,,1,,,,,M5.0,3075.00,75.00,-75.00,0,0.24,0.01,-0.01,0,0.23,0.01,-0.01,0,23.1008000,0.0293000,-0.0291000
TOI-6029 b,TOI-6029,1,1,1,0,5.79870000,0.00040000,-0.00040000,0,,,,,14.392,1.098,-1.098,0,519.64945,10.17051,-10.17051,0,0.091000,0.017000,-0.015000,0,,6223.00,100.00,-100.00,0,2.34,0.03,-0.09,0,1.55,0.03,-0.09,0,603.1190000,11.7170000,-11.2860000
TOI-6034 b,TOI-6034,1,2,1,0,2.57618400,0.00000200,-0.00000200,0,0.029490,0.000430,-0.000440,0,11.920,0.480,-0.480,0,254.00000,24.00000,-24.00000,0,0.040000,0.042000,-0.028000,0,,3635.00,88.00,-88.00,0,0.49,0.01,-0.01,0,0.51,0.03,-0.02,0,117.9920000,0.3750000,-0.3730000
TOI-615 b,TOI-615,1,1,1,0,4.66159830,0.00000250,-0.00000160,0,0.067800,0.003100,-0.002600,0,18.977,0.583,-0.639,0,138.25536,27.33324,-26.06193,0,0.390000,,,1,F2 V,6850.00,100.00,-100.00,0,1.73,0.06,-0.06,0,1.45,0.09,-0.09,0,360.4080000,3.9930000,-3.9090000
TOI-622 b,TOI-622,1,1,1,0,6.40251300,0.00003100,-0.00005400,0,0.070800,0.005200,-0.005900,0,9.236,0.314,-0.325,0,96.30201,21.93016,-22.88365,0,0.420000,,,1,F6 V,6400.00,100.00,-100.00,0,1.42,0.05,-0.05,0,1.31,0.08,-0.08,0,123.2970000,0.4710000,-0.4670000
TOI-6255 b,TOI-6255,1,1,1,0,0.23818244,0.00000012,-0.00000012,0,,,,,1.079,0.065,-0.065,0,1.44000,0.14000,-0.14000,0,0.000000,,,0,,3421.00,70.00,-70.00,0,0.37,0.01,-0.01,0,0.35,0.01,-0.01,0,20.3167000,0.0236000,-0.0236000
TOI-628 b,TOI-628,1,1,1,0,3.40956750,0.00000700,-0.00000690,0,0.048600,0.000800,-0.000940,0,11.882,0.460,-0.381,0,2011.86390,92.17070,-98.52730,0,0.072000,0.021000,-0.023000,0,,6250.00,220.00,-190.00,0,1.34,0.05,-0.04,0,1.31,0.07,-0.07,0,178.6800000,3.0400000,-2.9420000
TOI-640 b,TOI-640,1,1,1,0,5.00377750,0.00000480,-0.00000480,0,0.066080,0.000980,-0.001100,0,19.851,0.673,-0.628,0,279.69040,50.85280,-50.85280,0,0.050000,0.054000,-0.035000,0,,6460.00,130.00,-150.00,0,2.08,0.06,-0.06,0,1.54,0.07,-0.08,0,341.9970000,2.8390000,-2.7940000
TOI-663 b,TOI-663,1,1,3,0,2.59890200,0.00000320,-0.00000300,0,0.029500,0.001100,-0.001100,0,2.270,0.100,-0.090,0,4.45000,0.63000,-0.66000,0,,,,,M1 V,3681.00,70.00,-70.00,0,0.51,0.01,-0.01,0,0.51,0.01,-0.01,0,64.2308000,0.1799000,-0.1799000
TOI-663 c,TOI-663,1,1,3,0,4.69555070,0.00000950,-0.00000940,0,0.043700,0.001600,-0.001600,0,2.260,0.100,-0.100,0,3.65000,0.97000,-0.97000,0,,,,,M1 V,3681.00,70.00,-70.00,0,0.51,0.01,-0.01,0,0.51,0.01,-0.01,0,64.2308000,0.1799000,-0.1799000
TOI-663 d,TOI-663,1,1,3,0,7.10272680,0.00002970,-0.00002790,0,0.057600,0.002100,-0.002200,0,1.920,0.130,-0.130,0,5.20000,,,1,,,,,M1 V,3681.00,70.00,-70.00,0,0.51,0.01,-0.01,0,0.51,0.01,-0.01,0,64.2308000,0.1799000,-0.1799000
TOI-6651 b,TOI-6651,1,1,1,0,5.05697300,0.00001600,-0.00001800,0,0.063300,0.000780,-0.000720,0,5.090,0.270,-0.260,0,61.00000,7.60000,-7.90000,0,0.091000,0.096000,-0.062000,0,,5940.00,110.00,-110.00,0,1.72,0.07,-0.06,0,1.32,0.05,-0.04,0,212.1280000,2.5680000,-2.5080000
TOI-669 b,TOI-669,1,1,1,0,3.94515200,0.00001800,-0.00001800,0,0.048000,0.001000,-0.001000,0,2.586,0.130,-0.110,0,10.00000,1.40000,-1.40000,0,0.000000,,,0,,5597.00,72.00,-72.00,0,0.99,0.02,-0.02,0,0.92,0.03,-0.03,0,142.8670000,0.8550000,-0.8460000
TOI-674 b,TOI-674,1,1,1,0,1.97714300,0.00000300,-0.00000300,0,0.025000,0.000800,-0.000800,0,5.250,0.170,-0.170,0,23.60000,3.30000,-3.30000,0,0.000000,,,0,M2 V,3514.00,57.00,-57.00,0,0.42,0.01,-0.01,0,0.42,0.01,-0.01,0,46.0851000,0.1159000,-0.1153000
TOI-677 b,TOI-677,1,1,1,0,11.23660000,0.00011000,-0.00011000,0,0.103800,0.001700,-0.001700,0,13.115,0.336,-0.336,0,392.83788,21.93027,-21.29461,0,0.435000,0.024000,-0.024000,0,F8,6295.00,77.00,-77.00,0,1.28,0.03,-0.03,0,1.18,0.06,-0.06,0,141.8120000,0.6220000,-0.6170000
TOI-733 b,TOI-733,1,1,1,0,4.88476500,0.00001900,-0.00002400,0,0.061800,0.003600,-0.003900,0,1.992,0.085,-0.090,0,5.72000,0.70000,-0.68000,0,0.046000,0.056000,-0.033000,0,G,5585.00,60.00,-60.00,0,0.95,0.01,-0.01,0,0.96,0.05,-0.03,0,75.2092000,0.1764000,-0.1756000
TOI-757 b,TOI-757,1,1,1,0,17.46819000,0.00002000,-0.00002000,0,0.122000,0.002000,-0.002000,0,2.500,0.100,-0.100,0,10.50000,2.20000,-2.10000,0,0.390000,0.080000,-0.070000,0,K0 V,5278.00,63.00,-63.00,0,0.78,0.03,-0.03,0,0.80,0.05,-0.05,0,60.3418000,0.2017000,-0.2003000
TOI-762 A b,TOI-762 A,1,2,1,0,3.47168260,0.00000072,-0.00000072,0,0.034180,0.000650,-0.000650,0,8.339,0.191,-0.191,0,79.77493,13.34879,-13.34879,0,0.083000,,,1,,3266.00,36.00,-36.00,0,0.42,0.01,-0.01,0,0.44,0.03,-0.03,0,98.4458000,0.4327000,-0.4291000
TOI-763 b,TOI-763,1,1,2,0,5.60570000,0.00130000,-0.00130000,0,0.060000,0.000600,-0.000600,0,2.280,0.110,-0.110,0,9.79000,0.78000,-0.78000,0,0.040000,0.040000,-0.030000,0,G,5450.00,60.00,-60.00,0,0.90,0.01,-0.01,0,0.92,0.03,-0.03,0,95.1274000,0.4536000,-0.4495000
TOI-763 c,TOI-763,1,1,2,0,12.27370000,0.00530000,-0.00770000,0,0.101100,0.001000,-0.001000,0,2.630,0.120,-0.120,0,9.32000,1.02000,-1.02000,0,0.040000,0.040000,-0.030000,0,G,5450.00,60.00,-60.00,0,0.90,0.01,-0.01,0,0.92,0.03,-0.03,0,95.1274000,0.4536000,-0.4495000
TOI-776 b,TOI-776,1,1,2,0,8.24662000,0.00002400,-0.00003100,0,0.065300,0.001400,-0.001600,0,1.798,0.078,-0.077,0,5.00000,1.60000,-1.60000,0,0.052000,0.037000,-0.035000,0,,3725.00,60.00,-60.00,0,0.55,0.02,-0.02,0,0.54,0.04,-0.04,0,27.1701000,0.0320500,-0.0320500
TOI-776 c,TOI-776,1,1,2,0,15.66532300,0.00007500,-0.00007000,0,0.100100,0.002200,-0.002400,0,2.047,0.081,-0.078,0,6.90000,2.60000,-2.50000,0,0.089000,0.048000,-0.054000,0,,3725.00,60.00,-60.00,0,0.55,0.02,-0.02,0,0.54,0.04,-0.04,0,27.1701000,0.0320500,-0.0320500
TOI-778 b,TOI-778,1,1,1,0,4.63361100,0.00000100,-0.00000100,0,0.060000,0.003000,-0.003000,0,15.400,0.500,-0.500,0,878.00000,77.00000,-72.00000,0,0.210000,0.040000,-0.040000,0,F3 V,6643.00,150.00,-150.00,0,1.71,0.05,-0.05,0,1.40,0.05,-0.05,0,161.7430000,1.1230000,-1.1080000
TOI-782 b,TOI-782,1,1,1,0,8.02400150,0.00000770,-0.00000720,0,0.057800,0.001800,-0.001800,0,2.734,0.085,-0.085,0,19.10000,,,1,0.190000,0.090000,-0.110000,0,,3370.00,29.00,-32.00,0,0.41,0.01,-0.01,0,0.40,0.01,-0.01,0,52.5122000,0.2044000,-0.2028000
TOI-784 b,HD 307842,1,1,1,0,2.79703650,0.00000310,-0.00000300,0,0.038000,0.001000,-0.001000,0,1.930,0.110,-0.090,0,9.67000,0.83000,-0.82000,0,0.000000,,,0,G,5558.00,100.00,-100.00,0,0.91,0.02,-0.02,0,0.91,0.10,-0.10,0,64.5997000,0.1104000,-0.1100000
TOI-815 b,TOI-815,1,2,2,0,11.19725900,0.00001800,-0.00001700,0,0.090300,0.001800,-0.001900,0,2.940,0.050,-0.050,0,7.60000,1.50000,-1.40000,0,0.200000,,,1,K3 V,4869.00,77.00,-77.00,0,0.77,0.01,-0.01,0,0.78,0.04,-0.04,0,59.7117000,0.1295000,-0.1291000
TOI-815 c,TOI-815,1,2,2,0,34.97614500,0.00009900,-0.00009700,0,0.193000,0.004000,-0.004000,0,2.620,0.100,-0.090,0,23.50000,2.40000,-2.40000,0,0.220000,,,1,K3 V,4869.00,77.00,-77.00,0,0.77,0.01,-0.01,0,0.78,0.04,-0.04,0,59.7117000,0.1295000,-0.1291000
TOI-824 b,TOI-824,1,1,1,0,1.39297800,0.00001800,-0.00001700,0,0.021770,0.000320,-0.000320,0,2.926,0.202,-0.191,0,18.46700,1.84300,-1.87500,0,,,,,K4 V,4600.00,110.00,-100.00,0,0.69,0.03,-0.03,0,0.71,0.03,-0.03,0,63.9262000,0.1435000,-0.1428000
TOI-836 b,TOI-836,1,1,2,0,3.81673000,0.00001000,-0.00001000,0,0.042200,0.000930,-0.000930,0,1.704,0.067,-0.067,0,4.53000,0.92000,-0.86000,0,0.053000,0.042000,-0.042000,0,K V,4552.00,154.00,-154.00,0,0.67,0.01,-0.01,0,0.68,0.05,-0.04,0,27.5024000,0.0294000,-0.0293000
TOI-836 c,TOI-836,1,1,2,0,8.59545000,0.00001000,-0.00001000,0,0.075000,0.001600,-0.001600,0,2.587,0.088,-0.088,0,9.60000,2.70000,-2.50000,0,0.078000,0.056000,-0.056000,0,K V,4552.00,154.00,-154.00,0,0.67,0.01,-0.01,0,0.68,0.05,-0.04,0,27.5024000,0.0294000,-0.0293000
TOI-837 b,TOI-837,1,1,1,0,8.32491130,0.00000360,-0.00000360,0,0.088800,0.002600,-0.002900,0,9.169,0.381,-0.269,0,120.45697,18.43405,-19.38753,0,,,,,F9/G0,5995.00,79.00,-79.00,0,1.05,0.01,-0.01,0,1.14,0.01,-0.01,0,142.4880000,0.4610000,-0.4580000
TOI-849 b,TOI-849,1,1,1,0,0.76554800,0.00005300,-0.00005300,0,0.015500,0.000300,-0.000300,0,3.640,0.380,-0.380,0,41.80000,2.50000,-2.40000,0,0.000000,,,0,,5257.00,108.00,-116.00,0,0.97,0.10,-0.10,0,0.97,0.04,-0.04,0,225.7340000,1.5690000,-1.5470000
TOI-858 B b,TOI-858 B,1,2,1,0,3.27971780,0.00000140,-0.00000140,0,0.044350,0.001000,-0.000980,0,14.067,0.437,-0.437,0,349.61125,25.42627,-22.24799,0,0.150000,,,1,G0,5842.00,84.00,-79.00,0,1.31,0.04,-0.04,0,1.08,0.08,-0.07,0,250.4890000,1.5180000,-1.5000000
TOI-892 b,TOI-892,1,1,1,0,10.62656000,0.00007000,-0.00007000,0,0.092000,0.005000,-0.005000,0,11.994,0.224,-0.224,0,301.93850,22.24810,-22.24810,0,0.125000,,,1,F,6261.00,80.00,-80.00,0,1.39,0.02,-0.02,0,1.28,0.03,-0.02,0,340.5430000,4.8940000,-4.7600000
TOI-905 b,TOI-905,1,1,1,0,3.73949400,0.00003800,-0.00003800,0,0.046660,0.000960,-0.001100,0,13.126,0.594,-0.572,0,211.99261,13.34886,-13.03103,0,0.024000,0.025000,-0.017000,0,,5570.00,150.00,-140.00,0,0.92,0.04,-0.04,0,0.97,0.06,-0.07,0,158.6490000,0.7250000,-0.7180000
TOI-908 b,TOI-908,1,1,1,0,3.18379200,0.00000700,-0.00000700,0,0.041657,0.000002,-0.000002,0,3.186,0.155,-0.155,0,16.13700,4.11200,-4.03900,0,0.132000,0.091000,-0.091000,0,G V,5626.00,61.00,-61.00,0,1.03,0.03,-0.03,0,0.95,0.01,-0.01,0,175.7480000,0.6380000,-0.6340000
TOI-954 b,TOI-954,1,1,1,0,3.68497290,0.00000270,-0.00000280,0,0.049630,0.000890,-0.000900,0,9.550,0.594,-0.695,0,55.30242,5.72094,-5.40311,0,0.140000,0.180000,-0.110000,0,,5710.00,53.00,-49.00,0,1.89,0.08,-0.08,0,1.20,0.07,-0.06,0,238.7680000,1.9050000,-1.8750000
TOI-969 b,TOI-969,1,1,2,0,1.82373050,0.00000200,-0.00000210,0,0.026360,0.000170,-0.000170,0,2.765,0.088,-0.097,0,9.10000,1.00000,-1.00000,0,,,,,K V,4435.00,80.00,-80.00,0,0.67,0.01,-0.01,0,0.73,0.01,-0.01,0,77.2554000,0.3267000,-0.3240000
TRAPPIST-1 b,TRAPPIST-1,1,1,7,0,1.51082600,0.00000600,-0.00000600,0,0.011540,0.000100,-0.000100,0,1.116,0.014,-0.012,0,1.37400,0.06900,-0.06900,0,,,,,,2566.00,26.00,-26.00,0,0.12,0.00,0.00,0,0.09,0.00,0.00,0,,,
TRAPPIST-1 c,TRAPPIST-1,1,1,7,0,2.42193700,0.00001800,-0.00001800,0,0.015800,0.000130,-0.000130,0,1.097,0.014,-0.012,0,1.30800,0.05600,-0.05600,0,,,,,,2566.00,26.00,-26.00,0,0.12,0.00,0.00,0,0.09,0.00,0.00,0,,,
TRAPPIST-1 d,TRAPPIST-1,1,1,7,0,4.04921900,0.00002600,-0.00002600,0,0.022270,0.000190,-0.000190,0,0.788,0.011,-0.010,0,0.38800,0.01200,-0.01200,0,,,,,,2566.00,26.00,-26.00,0,0.12,0.00,0.00,0,0.09,0.00,0.00,0,,,
TRAPPIST-1 e,TRAPPIST-1,1,1,7,0,6.10101300,0.00003500,-0.00003500,0,0.029250,0.002500,-0.002500,0,0.920,0.013,-0.012,0,0.69200,0.02200,-0.02200,0,,,,,,2566.00,26.00,-26.00,0,0.12,0.00,0.00,0,0.09,0.00,0.00,0,,,
TRAPPIST-1 f,TRAPPIST-1,1,1,7,0,9.20754000,0.00003200,-0.00003200,0,0.038490,0.000330,-0.000330,0,1.045,0.013,-0.012,0,1.03900,0.03100,-0.03100,0,,,,,,2566.00,26.00,-26.00,0,0.12,0.00,0.00,0,0.09,0.00,0.00,0,,,
TRAPPIST-1 g,TRAPPIST-1,1,1,7,0,12.35244600,0.00005400,-0.00005400,0,0.046830,0.000400,-0.000400,0,1.129,0.015,-0.013,0,1.32100,0.03800,-0.03800,0,,,,,,2566.00,26.00,-26.00,0,0.12,0.00,0.00,0,0.09,0.00,0.00,0,,,
TRAPPIST-1 h,TRAPPIST-1,1,1,7,0,18.77286600,0.00021400,-0.00021400,0,0.061890,0.000530,-0.000530,0,0.755,0.014,-0.014,0,0.32600,0.02000,-0.02000,0,,,,,,2566.00,26.00,-26.00,0,0.12,0.00,0.00,0,0.09,0.00,0.00,0,,,
TYC 8998-760-1 c,TYC 8998-760-1,1,1,2,0,,,,,320.000000,,,0,12.330,6.725,-3.363,0,1906.98000,317.83000,-317.83000,0,,,,,,,,,,,,,,1.00,,,0,94.6177000,0.2844000,-0.2828000
TrES-1 b,TrES-1,1,2,1,0,3.03007000,0.00000800,-0.00000800,0,,,,,12.666,0.673,-0.673,0,266.97720,34.96130,-34.96130,0,0.000000,,,0,,5230.00,50.00,-50.00,0,0.85,0.05,-0.05,0,1.04,0.19,-0.19,0,159.6580000,0.7360000,-0.7300000
TrES-2 b,TrES-2,1,2,1,0,2.47063000,0.00001000,-0.00001000,0,,,,,15.244,0.897,-0.897,0,473.56670,69.92260,-69.92260,0,0.000000,,,0,,5850.00,50.00,-50.00,0,1.12,0.07,-0.07,0,1.36,0.30,-0.30,0,215.3200000,1.0500000,-1.0390000
TrES-3 b,TrES-3,1,1,1,0,1.30618581,,,0,0.022820,0.000230,-0.000400,0,14.975,0.347,-0.415,0,607.03000,23.83600,-25.42500,0,0.000000,,,0,,5650.00,75.00,,0,0.83,0.01,-0.02,0,0.93,0.03,-0.05,0,231.3370000,1.3030000,-1.2880000
TrES-4 b,TrES-4,1,2,1,0,3.55395000,0.00007500,-0.00007500,0,,,,,18.046,2.018,-2.018,0,247.90740,60.38770,-60.38770,0,0.000000,,,0,,6200.00,75.00,-75.00,0,1.66,0.19,-0.19,0,1.08,0.38,-0.38,0,515.9800000,7.0270000,-6.8430000
TrES-5 b,TrES-5,1,1,1,0,1.48224686,0.00000614,-0.00000614,0,0.024590,0.000700,-0.000700,0,13.384,0.168,-0.168,0,568.91570,21.61244,-21.61244,0,,,,,,5171.00,36.00,-36.00,0,0.87,0.01,-0.01,0,0.90,0.03,-0.03,0,360.3130000,1.9210000,-1.9010000
V1298 Tau e,V1298 Tau,1,3,4,0,53.50000000,0.40000000,-0.40000000,0,,,,,9.976,,,0,321.00669,111.23994,-82.63539,0,,,,,,4941.00,31.00,-16.00,0,1.43,0.03,-0.03,0,1.26,0.06,-0.06,0,108.1990000,0.7040000,-0.6960000
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,1,2,1,0,5800000.00000000,3000000.00000000,-4000000.00000000,0,350.000000,110.000000,-150.000000,0,13.675,,,0,5085.25451,317.82841,-317.82841,0,0.680000,0.110000,-0.100000,0,,,,,,,,,,,,,,,,
WASP-1 b,WASP-1,1,2,1,0,2.51994540,0.00000050,-0.00000050,0,0.038890,0.000530,-0.000730,0,16.623,0.269,-0.381,0,271.41500,18.11600,-16.52600,0,0.000000,,,0,,,,,,1.47,0.02,-0.03,0,1.24,0.05,-0.07,0,393.0720000,10.8020000,-10.2490000
WASP-10 b,WASP-10,1,1,1,0,3.09276160,0.00001120,-0.00001120,0,0.037810,0.000670,-0.000470,0,12.106,0.224,-0.224,0,1001.12000,41.32000,-34.96000,0,,,,,,4675.00,100.00,,0,0.70,0.01,,0,0.75,0.04,,0,140.9980000,0.7500000,-0.7420000
WASP-100 b,WASP-100,1,2,1,0,2.84938000,0.00000800,-0.00000800,0,,,,,14.908,1.569,-1.569,0,400.46580,143.02350,-143.02350,0,0.000000,,,0,,6900.00,120.00,-120.00,0,1.57,0.16,-0.16,0,0.77,0.42,-0.42,0,364.4110000,2.7490000,-2.7090000
WASP-101 b,WASP-101,1,1,1,0,3.58572000,0.00000400,-0.00000400,0,,,,,16.029,1.009,-1.009,0,162.09330,25.42640,-25.42640,0,0.000000,,,0,,6380.00,120.00,-120.00,0,1.31,0.08,-0.08,0,1.41,0.30,-0.30,0,201.2240000,1.1520000,-1.1390000
